,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Wind (kWh),Solar (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2024-01-01 00:00:00,1504.6,2175.1,0.05379,529.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 01:00:00,1398.6,665.7000000000002,0.048979999999999996,734.1,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 02:00:00,1496.2,702.4000000000003,0.02745,795.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 03:00:00,1602.9,849.3000000000004,0.024480000000000002,754.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 04:00:00,1798.9,1115.5000000000005,0.02401,684.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 05:00:00,1996.8,4873.799999999999,0.02123,724.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 06:00:00,2984.8,2334.700000000001,0.02262,654.9,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 07:00:00,2800.3,2292.1000000000013,0.02504,513.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 08:00:00,2904.6,2412.9000000000005,0.02624,496.5,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 09:00:00,2802.4,2195.2000000000007,0.03221,612.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 10:00:00,2703.2,2145.500000000001,0.04771,562.5,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 11:00:00,3003.5,2343.500000000001,0.05251,664.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 12:00:00,2796.1,2238.4000000000005,0.05657,562.5,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 13:00:00,2703.0,1927.800000000001,0.05982,780.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 14:00:00,2847.3,2187.300000000001,0.062060000000000004,664.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 15:00:00,2800.3,2140.300000000001,0.06252,664.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 16:00:00,2899.6,2053.1898661424184,0.06319,664.8,-0.0,613.5898661424184,800.0,800.0,800.0,800.0,800.0
2024-01-01 17:00:00,2395.2,-0.0,0.06498999999999999,562.5,-0.0,200.0,200.0,200.0,576.2762762762763,800.0,800.0
2024-01-01 18:00:00,2202.0,-0.0,0.06358,628.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 19:00:00,2195.3,1617.499999999999,0.0631,579.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 20:00:00,1699.8,928.2000000000003,0.06215,772.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 21:00:00,1797.7,1347.7000000000003,0.05827,451.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 22:00:00,1801.5,1026.3000000000002,0.05258,776.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 23:00:00,2004.5,1509.2000000000003,0.04403,496.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 00:00:00,117.7,-0.0,0.038,786.0,-0.0,200.0,200.0,200.0,200.0,267.09999999999974,800.0
2024-01-02 01:00:00,116.8,-0.0,0.03356,513.0,-0.0,200.0,200.0,200.0,200.0,661.4328999999998,800.0
2024-01-02 02:00:00,145.8,627.6176758308527,0.03203,628.5,-0.0,200.0,200.0,569.4891429308524,800.0,800.0,800.0
2024-01-02 03:00:00,155.3,-0.0,0.03229,674.7,-0.0,200.0,485.51965378792175,800.0,800.0,800.0,800.0
2024-01-02 04:00:00,120.3,-0.0,0.0367,772.8,-0.0,534.1341341341339,800.0,800.0,800.0,800.0,800.0
2024-01-02 05:00:00,152.0,-0.0,0.04172,422.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 06:00:00,2981.6,2301.8000000000006,0.04918,684.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 07:00:00,2798.0,2030.0000000000011,0.06204,772.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 08:00:00,2899.4,2138.600000000001,0.06567,765.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 09:00:00,2802.2,2034.200000000001,0.0668,772.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 10:00:00,2702.6,1906.4000000000005,0.07108,801.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 11:00:00,2996.3,2389.1000000000013,0.07354000000000001,612.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 12:00:00,2795.9,2271.2000000000007,0.07816,529.5,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 13:00:00,2696.2,2046.1000000000008,0.07887000000000001,654.9,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 14:00:00,2854.7,1781.3391683884997,0.07923999999999999,579.0,-0.0,300.8391683884992,800.0,800.0,800.0,800.0,800.0
2024-01-02 15:00:00,1796.7,-0.0,0.07995999999999999,747.6,-0.0,200.0,200.0,447.43832922011103,800.0,800.0,800.0
2024-01-02 16:00:00,1904.5,-0.0,0.08145999999999999,751.2,-0.0,200.0,200.0,200.0,200.0,490.890890890891,800.0
2024-01-02 17:00:00,1401.8,-0.0,0.08092,513.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 18:00:00,1196.2,700.9000000000003,0.07495,496.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 19:00:00,1199.2,405.4000000000003,0.06677,795.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 20:00:00,1499.9,703.1000000000004,0.06492,798.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 21:00:00,1600.9,792.1000000000004,0.06443,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 22:00:00,1204.1,404.3000000000002,0.06261,801.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 23:00:00,1498.2,689.4000000000003,0.05916,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 00:00:00,120.5,-0.0,0.058,810.0,-0.0,200.0,200.0,200.0,200.0,288.2999999999998,800.0
2024-01-03 01:00:00,115.4,-0.0,0.05839,451.2,-0.0,200.0,200.0,200.0,200.0,622.2116999999998,800.0
2024-01-03 02:00:00,153.9,-0.0,0.05841,754.8,-0.0,200.0,200.0,200.0,620.8894882999998,800.0,800.0
2024-01-03 03:00:00,161.4,-0.0,0.05584,379.2,-0.0,200.0,200.0,235.8685988116999,800.0,800.0,800.0
2024-01-03 04:00:00,118.7,1692.6672697871118,0.05453,193.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 05:00:00,154.7,82.49999999999972,0.05841,77.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 06:00:00,1976.3,1805.2999999999997,0.0627,175.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 07:00:00,1798.3,1499.4999999999995,0.06481,303.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 08:00:00,1900.3,1554.6999999999998,0.06559999999999999,350.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 09:00:00,1796.0,-0.0,0.06594,292.8,-0.0,200.0,200.0,492.0000000000002,800.0,800.0,800.0
2024-01-03 10:00:00,1703.4,-0.0,0.06642,249.6,-0.0,200.0,200.0,200.0,200.0,234.90800000000013,800.0
2024-01-03 11:00:00,1995.3,1195.126908,0.06593,167.1,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 12:00:00,1803.8,1307.8487987281662,0.06559999999999999,128.2,535.117367438,200.0,200.0,200.0,200.0,200.0,366.16616616616614
2024-01-03 13:00:00,1699.4,5000.0,0.06515,134.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 14:00:00,1848.6,458.72668043423175,0.06576,158.4,-0.0,200.0,200.0,763.7266804342322,800.0,800.0,800.0
2024-01-03 15:00:00,796.7,-0.0,0.06938,260.4,-0.0,200.0,200.0,223.862953753798,800.0,800.0,800.0
2024-01-03 16:00:00,901.4,-0.0,0.07359,149.7,-0.0,200.0,200.0,200.0,200.0,669.1390908000442,800.0
2024-01-03 17:00:00,800.7,-0.0,0.08228,96.2,-0.0,200.0,200.0,200.0,200.0,200.0,562.369951709244
2024-01-03 18:00:00,98.9,-0.0,0.08297,73.1,-0.0,200.0,200.0,200.0,200.0,200.0,535.0075817575348
2024-01-03 19:00:00,204.4,-0.0,0.07903,41.9,-0.0,200.0,200.0,200.0,200.0,200.0,370.9725741757773
2024-01-03 20:00:00,96.4,-0.0,0.07323,28.4,-0.0,200.0,200.0,200.0,200.0,200.0,301.60160160160154
2024-01-03 21:00:00,153.9,-0.0,0.0692,53.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 22:00:00,118.1,105.29999999999993,0.06542,14.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 23:00:00,148.2,251.61621621621612,0.06379,14.0,-0.0,200.0,200.0,200.0,200.0,200.0,316.2162162162162
2024-01-04 00:00:00,120.5,-0.0,0.06403,5.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 01:00:00,115.4,109.79999999999994,0.06313,6.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 02:00:00,153.9,129.09999999999994,0.06261,26.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 03:00:00,161.4,129.39999999999992,0.06240999999999999,33.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 04:00:00,118.7,3636.4999999999995,0.062079999999999996,83.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 05:00:00,154.7,109.79999999999971,0.06447,49.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 06:00:00,1976.3,1915.7999999999997,0.07038,65.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 07:00:00,1798.3,1753.3999999999996,0.08502,49.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 08:00:00,1900.3,1208.1639029419807,0.09147,121.8,-0.0,224.86390294198094,800.0,800.0,800.0,800.0,800.0
2024-01-04 09:00:00,1796.0,-0.0,0.0942,314.4,-0.0,200.0,200.0,200.0,539.0390390390393,800.0,800.0
2024-01-04 10:00:00,1703.4,-0.0,0.09198,167.1,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 11:00:00,1995.3,1846.8000000000002,0.09040000000000001,149.7,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 12:00:00,1803.8,1749.6418238586045,0.08669,141.0,-0.0,200.0,200.0,200.0,200.0,200.0,285.64182385860425
2024-01-04 13:00:00,1699.4,5000.0,0.08596,141.0,-0.0,725.9561820347454,800.0,800.0,800.0,800.0,800.0
2024-01-04 14:00:00,1848.6,-0.0,0.09211,193.2,-0.0,200.0,200.0,265.830225852711,800.0,800.0,800.0
2024-01-04 15:00:00,796.7,-0.0,0.09862,167.1,-0.0,200.0,200.0,200.0,233.1643956268584,800.0,800.0
2024-01-04 16:00:00,901.4,-0.0,0.10573,201.9,-0.0,200.0,200.0,200.0,200.0,200.0,731.2312312312315
2024-01-04 17:00:00,800.7,-0.0,0.13323,271.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 18:00:00,98.9,-0.0,0.14465,260.4,-0.0,200.0,200.0,200.0,200.0,200.0,360.30000000000007
2024-01-04 19:00:00,204.4,-0.0,0.12137,350.4,-0.0,200.0,200.0,200.0,200.0,200.0,504.93970000000013
2024-01-04 20:00:00,96.4,-0.0,0.10058,336.0,-0.0,200.0,200.0,200.0,200.0,200.0,743.0347603000001
2024-01-04 21:00:00,153.9,-0.0,0.09711,292.8,-0.0,200.0,200.0,200.0,200.0,280.1917255397002,800.0
2024-01-04 22:00:00,118.1,-0.0,0.09211,238.8,-0.0,200.0,200.0,200.0,200.0,399.01153381416066,800.0
2024-01-04 23:00:00,148.2,-0.0,0.08625,271.2,-0.0,200.0,200.0,200.0,200.0,520.0125222803465,800.0
2024-01-05 00:00:00,120.5,-0.0,0.08882999999999999,282.0,-0.0,200.0,200.0,200.0,200.0,679.3925097580662,800.0
2024-01-05 01:00:00,115.4,-0.0,0.08309,436.8,-0.0,200.0,200.0,200.0,398.5131172483083,800.0,800.0
2024-01-05 02:00:00,153.9,-0.0,0.07947,325.2,-0.0,200.0,200.0,200.0,567.2146041310601,800.0,800.0
2024-01-05 03:00:00,161.4,-0.0,0.07539,249.6,-0.0,200.0,200.0,200.0,652.6473895269291,800.0,800.0
2024-01-05 04:00:00,118.7,-0.0,0.07626000000000001,201.9,-0.0,200.0,200.0,200.0,732.9947421374023,800.0,800.0
2024-01-05 05:00:00,154.7,1796.638252604735,0.07523,228.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 06:00:00,1976.3,1822.6999999999996,0.07865000000000001,158.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 07:00:00,1798.3,1681.2999999999997,0.08447,121.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 08:00:00,1900.3,1828.0999999999997,0.08698,77.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 09:00:00,1796.0,1457.061800260721,0.09218000000000001,30.8,-0.0,487.0618002607212,800.0,800.0,800.0,800.0,800.0
2024-01-05 10:00:00,1703.4,-0.0,0.09348999999999999,33.2,-0.0,200.0,200.0,200.0,612.3747384604607,800.0,800.0
2024-01-05 11:00:00,1995.3,-0.0,0.09537000000000001,23.6,362.137636278,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 12:00:00,1803.8,1794.6000000000001,0.08956,10.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 13:00:00,1699.4,4869.2503418569995,0.08889,1.0,430.349658143,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 14:00:00,1848.6,1361.2824650166335,0.09362000000000001,-0.0,-0.0,307.8824650166338,800.0,800.0,800.0,800.0,800.0
2024-01-05 15:00:00,796.7,-0.0,0.09715,3.2,-0.0,200.0,200.0,710.0745825516174,800.0,800.0,800.0
2024-01-05 16:00:00,901.4,-0.0,0.09998,2.0,-0.0,200.0,200.0,200.0,407.16450796906594,800.0,800.0
2024-01-05 17:00:00,800.7,-0.0,0.10426,3.2,-0.0,200.0,200.0,200.0,200.0,207.05734346109682,800.0
2024-01-05 18:00:00,98.9,-0.0,0.11168,12.8,-0.0,200.0,200.0,200.0,200.0,200.0,719.1502861176357
2024-01-05 19:00:00,204.4,-0.0,0.10095,4.4,-0.0,200.0,200.0,200.0,200.0,200.0,517.4311358315182
2024-01-05 20:00:00,96.4,-0.0,0.10308,3.2,-0.0,200.0,200.0,200.0,200.0,200.0,422.7137046956866
2024-01-05 21:00:00,153.9,-0.0,0.097,23.6,-0.0,200.0,200.0,200.0,200.0,200.0,290.9909909909909
2024-01-05 22:00:00,118.1,-0.0,0.09775,28.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 23:00:00,148.2,128.19999999999993,0.08939,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 00:00:00,117.7,80.89999999999993,0.08488,38.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 01:00:00,116.8,87.19999999999993,0.08277,30.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 02:00:00,145.8,120.99999999999994,0.07856,26.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 03:00:00,155.3,132.89999999999995,0.07535,23.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 04:00:00,120.3,3700.3,0.07535,21.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 05:00:00,152.0,123.59999999999972,0.07698,33.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 06:00:00,2981.6,2950.8000000000006,0.0775,35.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 07:00:00,2798.0,2764.800000000001,0.084,38.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 08:00:00,2899.4,2842.8000000000006,0.09087,61.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 09:00:00,2802.2,2730.000000000001,0.09498000000000001,77.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 10:00:00,2702.6,2653.8000000000006,0.10041,53.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 11:00:00,2996.3,-0.0,0.10365,49.7,-0.0,200.0,200.0,200.0,200.0,248.59999999999968,800.0
2024-01-06 12:00:00,2795.9,2083.8485999999994,0.10233,65.3,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 13:00:00,2696.2,2655.4999999999986,0.09775,41.9,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 14:00:00,2854.7,5000.0,0.09551000000000001,30.8,274.460270477,200.0,249.36027047700037,800.0,800.0,800.0,800.0
2024-01-06 15:00:00,1796.7,2897.3890897934766,0.09774,53.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 16:00:00,1904.5,777.7309602896185,0.10283,33.2,-0.0,200.0,301.6309602896188,800.0,800.0,800.0,800.0
2024-01-06 17:00:00,1401.8,-0.0,0.10782,33.2,-0.0,200.0,200.0,200.0,200.0,729.3293293293294,800.0
2024-01-06 18:00:00,1196.2,-0.0,0.10694,69.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 19:00:00,1199.2,1104.2000000000003,0.10227,96.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 20:00:00,1499.9,1398.5000000000005,0.09498000000000001,102.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 21:00:00,1600.9,1320.1000000000004,0.09063,282.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 22:00:00,1204.1,901.7000000000002,0.08934,303.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 23:00:00,1498.2,1306.2000000000003,0.08243,193.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 00:00:00,117.7,-0.0,0.08615,228.0,-0.0,200.0,200.0,200.0,200.0,200.0,309.1000000000001
2024-01-07 01:00:00,116.8,-0.0,0.08245999999999999,167.1,-0.0,200.0,200.0,200.0,200.0,200.0,358.09090000000015
2024-01-07 02:00:00,145.8,-0.0,0.07922,364.8,-0.0,200.0,200.0,200.0,200.0,200.0,575.7328091000002
2024-01-07 03:00:00,155.3,-0.0,0.07753,184.5,-0.0,200.0,200.0,200.0,200.0,200.0,603.3570762909002
2024-01-07 04:00:00,120.3,3030.599333838444,0.07551999999999999,141.0,-0.0,653.0530530530528,800.0,800.0,800.0,800.0,800.0
2024-01-07 05:00:00,152.0,-0.0,0.07598,303.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 06:00:00,2981.6,2682.8000000000006,0.07737999999999999,303.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 07:00:00,2798.0,2477.6000000000013,0.08037000000000001,325.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 08:00:00,2899.4,2600.600000000001,0.08421,303.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 09:00:00,2802.2,2471.000000000001,0.08757,336.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 10:00:00,2702.6,2557.7000000000007,0.08975,149.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 11:00:00,2996.3,-0.0,0.09198999999999999,184.5,-0.0,200.0,200.0,200.0,200.0,383.39999999999986,800.0
2024-01-07 12:00:00,2795.9,1829.9834,0.0915,184.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 13:00:00,2696.2,3846.4987987987975,0.08752,149.7,-0.0,200.0,200.0,200.0,298.79879879879854,800.0,800.0
2024-01-07 14:00:00,2854.7,5000.0,0.08723,158.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 15:00:00,1796.7,1643.0999999999997,0.09064,158.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 16:00:00,1904.5,1836.1999999999998,0.09620999999999999,73.1,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 17:00:00,1401.8,-0.0,0.10427,69.2,-0.0,200.0,200.0,662.6000000000004,800.0,800.0,800.0
2024-01-07 18:00:00,1196.2,-0.0,0.10609,77.0,-0.0,200.0,200.0,200.0,200.0,739.9374000000004,800.0
2024-01-07 19:00:00,1199.2,4.102537399999619,0.10355,57.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 20:00:00,1499.9,1435.8000000000004,0.1005,65.3,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 21:00:00,1600.9,1540.7000000000003,0.09331,61.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 22:00:00,1204.1,1096.3000000000002,0.09117,109.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 23:00:00,1498.2,1476.2168735301868,0.08386,83.4,-0.0,200.0,200.0,200.0,200.0,200.0,260.2168735301867
2024-01-08 00:00:00,117.7,-0.0,0.08702,115.4,-0.0,200.0,200.0,200.0,200.0,200.0,256.6566566566566
2024-01-08 01:00:00,116.8,-0.0,0.08431999999999999,61.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 02:00:00,145.8,89.49999999999994,0.08181999999999999,57.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 03:00:00,155.3,41.09999999999994,0.08063,115.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 04:00:00,120.3,3638.1,0.07904000000000001,83.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 05:00:00,152.0,95.39999999999972,0.08209999999999999,61.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 06:00:00,2981.6,2940.6000000000004,0.0943,45.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 07:00:00,2798.0,2753.1000000000013,0.10787000000000001,49.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 08:00:00,2899.4,2101.6006006006,0.1176,3.2,-0.0,200.0,600.6006006005999,800.0,800.0,800.0,800.0
2024-01-08 09:00:00,2802.2,-0.0,0.12073,5.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 10:00:00,2702.6,2423.988299747999,0.1139,-0.0,279.811700252,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 11:00:00,2996.3,2503.5300732269993,0.10138,0.6,493.369926773,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 12:00:00,2795.9,3585.3839787487486,0.09273,-0.0,-0.0,200.0,200.0,200.0,200.0,388.28397874874906,800.0
2024-01-08 13:00:00,2696.2,5000.0,0.09251999999999999,3.2,506.70430523,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 14:00:00,2854.7,2506.2377095350007,0.09936,1.4,351.862290465,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 15:00:00,1796.7,1718.9896489680998,0.10485,-0.0,82.5103510319,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 16:00:00,1904.5,847.4150804458108,0.12024,11.6,-0.0,200.0,349.7150804458111,800.0,800.0,800.0,800.0
2024-01-08 17:00:00,1401.8,-0.0,0.12541,21.2,-0.0,200.0,200.0,200.0,200.0,765.3653653653655,800.0
2024-01-08 18:00:00,1196.2,-0.0,0.12624,33.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 19:00:00,1199.2,1179.2000000000003,0.11857,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 20:00:00,1499.9,1496.7000000000003,0.11090000000000001,4.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 21:00:00,1600.9,1602.1000000000004,0.09985,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 22:00:00,1204.1,1205.3000000000002,0.09708,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 23:00:00,1498.2,1499.4000000000003,0.08882999999999999,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 00:00:00,117.7,113.29999999999994,0.08543,5.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 01:00:00,116.8,99.19999999999993,0.08434,18.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 02:00:00,145.8,128.19999999999993,0.08254,18.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 03:00:00,155.3,3735.3,0.08170000000000001,21.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 04:00:00,120.3,96.69999999999973,0.08323,28.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 05:00:00,152.0,140.39999999999972,0.08634,16.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 06:00:00,2981.6,2940.6000000000004,0.08898,45.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 07:00:00,2798.0,2583.500000000001,0.09487999999999999,219.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 08:00:00,2899.4,-0.0,0.12911,249.6,-0.0,200.0,200.0,200.0,200.0,545.3999999999999,800.0
2024-01-09 09:00:00,2802.2,1769.1454000000003,0.11716,89.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 10:00:00,2702.6,2638.4999999999986,0.10991,65.3,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 11:00:00,2996.3,1902.347718999999,0.1025,579.0,516.152281,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 12:00:00,2795.9,5000.0,0.09711,436.8,-0.0,200.0,439.7000000000001,800.0,800.0,800.0,800.0
2024-01-09 13:00:00,2696.2,2891.1397000000006,0.09769,769.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 14:00:00,2854.7,2346.500000000001,0.10745,513.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 15:00:00,1796.7,1067.8793661459997,0.11569,562.5,171.120633854,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 16:00:00,1904.5,1481.5622170158583,0.12387999999999999,379.2,-0.0,751.4622170158588,800.0,800.0,800.0,800.0,800.0
2024-01-09 17:00:00,1401.8,-0.0,0.13356,121.8,-0.0,200.0,200.0,666.7107547988431,800.0,800.0,800.0
2024-01-09 18:00:00,1196.2,-0.0,0.13353,77.0,-0.0,200.0,200.0,200.0,200.0,744.0440440440442,800.0
2024-01-09 19:00:00,1199.2,-0.0,0.12638,57.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 20:00:00,1499.9,1459.2000000000003,0.11651,41.9,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
