,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh),Wind Generation (kWh),Solar Generation (kWh)
0,9808670.280199079,446485.3887416778,446485.38874167815,152221.7492893132,0.04461820630750003,2057585.3523749397,1085153.832172761
