,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Rain Power (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2025-02-25 00:00:00,120.536338,1320.536338,0.05379,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 01:00:00,115.4382319,116.63823189999994,0.048979999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 02:00:00,153.9188257,155.11882569999995,0.02745,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 03:00:00,161.3689145,162.56891449999992,0.024480000000000002,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 04:00:00,118.6716216,119.87162159999993,0.02401,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 05:00:00,154.6549184,3755.8549184000003,0.02123,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 06:00:00,1976.277527,1981.0775269999997,0.02262,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 07:00:00,1798.348018,1803.1480179999996,0.02504,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 08:00:00,1900.288426,1905.0884259999998,0.02624,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 09:00:00,1795.951007,1800.7510069999996,0.03221,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 10:00:00,1703.363943,1708.1639429999998,0.04771,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 11:00:00,1995.295553,2000.0955529999997,0.05251,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 12:00:00,1803.771928,1808.5719279999996,0.05657,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 13:00:00,1699.404583,1703.6471029999998,0.05982,0.55748,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-25 14:00:00,1848.558189,1067.8098571134685,0.062060000000000004,-0.0,200.0,614.4516681134686,800.0,800.0,800.0,800.0
2025-02-25 15:00:00,796.7243737,-0.0,0.06252,-0.0,200.0,200.0,413.7128427453553,800.0,800.0,800.0
2025-02-25 16:00:00,901.355117,-0.0,0.06319,-0.0,200.0,200.0,200.0,200.0,709.1440129026101,800.0
2025-02-25 17:00:00,800.6745369,-0.0,0.06498999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,506.1603319897073
2025-02-25 18:00:00,98.88935394,-0.0,0.06358,-0.0,200.0,200.0,200.0,200.0,200.0,405.7648177177177
2025-02-25 19:00:00,204.3590529,-0.0,0.0631,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 20:00:00,96.42291012,97.62291011999993,0.06215,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 21:00:00,153.8589924,155.05899239999994,0.05827,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 22:00:00,118.1095241,119.30952409999993,0.05258,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-25 23:00:00,148.2178053,149.41780529999994,0.04403,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 00:00:00,120.536338,121.73633799999993,0.038,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 01:00:00,115.4382319,116.63823189999994,0.03356,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 02:00:00,153.9188257,3755.1188257000003,0.03203,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 03:00:00,161.3689145,166.16891449999972,0.03229,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 04:00:00,118.6716216,123.47162159999972,0.0367,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 05:00:00,154.6549184,159.45491839999974,0.04172,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 06:00:00,1976.277527,1981.0775269999997,0.04918,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 07:00:00,1798.348018,1803.1480179999996,0.06204,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 08:00:00,1900.288426,1905.0884259999998,0.06567,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 09:00:00,1795.951007,1800.7510069999996,0.0668,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 10:00:00,1703.363943,1708.1639429999998,0.07108,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 11:00:00,1995.295553,2000.0955529999997,0.07354000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 12:00:00,1803.771928,1808.5719279999996,0.07816,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 13:00:00,1699.404583,1704.2045829999997,0.07887000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-26 14:00:00,1848.558189,760.7292040995978,0.07923999999999999,-0.0,200.0,307.3710150995981,800.0,800.0,800.0,800.0
2025-02-26 15:00:00,796.7243737,-0.0,0.07995999999999999,-0.0,200.0,200.0,200.0,706.9392703844987,800.0,800.0
2025-02-26 16:00:00,901.355117,-0.0,0.08145999999999999,-0.0,200.0,200.0,200.0,200.0,402.6772141141143,800.0
2025-02-26 17:00:00,800.6745369,-0.0,0.08092,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 18:00:00,98.88935394,100.08935393999994,0.07495,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 19:00:00,204.3590529,205.55905289999993,0.06677,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 20:00:00,96.42291012,97.62291011999993,0.06492,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 21:00:00,153.8589924,155.05899239999994,0.06443,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 22:00:00,118.1095241,119.30952409999993,0.06261,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-26 23:00:00,148.2178053,147.18788529999995,0.05916,2.22992,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 00:00:00,120.536338,388.3454961779777,0.058,5.01732,200.0,200.0,200.0,200.0,200.0,471.62647817797773
2025-02-27 01:00:00,115.4382319,-0.0,0.05839,0.55748,200.0,200.0,200.0,200.0,200.0,355.2740997997998
2025-02-27 02:00:00,153.9188257,-0.0,0.05841,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 03:00:00,161.3689145,162.56891449999992,0.05584,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 04:00:00,118.6716216,3719.8716216000003,0.05453,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 05:00:00,154.6549184,159.45491839999974,0.05841,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 06:00:00,1976.277527,1981.0775269999997,0.0627,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 07:00:00,1798.348018,1803.1480179999996,0.06481,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 08:00:00,1900.288426,1905.0884259999998,0.06559999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 09:00:00,1795.951007,-0.0,0.06594,-0.0,200.0,200.0,200.0,799.2489930000004,800.0,800.0
2025-02-27 10:00:00,1703.363943,-0.0,0.06642,-0.0,200.0,200.0,200.0,200.0,200.0,292.8858010070003
2025-02-27 11:00:00,1995.295553,1903.702637794007,0.06593,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 12:00:00,1803.771928,2105.8774164884876,0.06559999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-02-27 13:00:00,1699.404583,5000.0,0.06515,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-27 14:00:00,1848.558189,1276.8428908238104,0.06576,3.34488,226.82958182381068,800.0,800.0,800.0,800.0,800.0
2025-02-27 15:00:00,796.7243737,-0.0,0.06938,6.13228,200.0,200.0,632.0106585419871,800.0,800.0,800.0
2025-02-27 16:00:00,901.355117,-0.0,0.07359,7.24724,200.0,200.0,200.0,334.47077088344525,800.0,800.0
2025-02-27 17:00:00,800.6745369,-0.0,0.08228,2.22992,200.0,200.0,200.0,200.0,200.0,733.4916832125617
2025-02-27 18:00:00,98.88935394,-0.0,0.08297,6.13228,200.0,200.0,200.0,200.0,200.0,639.0011175893492
2025-02-27 19:00:00,204.3590529,-0.0,0.07903,8.3622,200.0,200.0,200.0,200.0,200.0,441.36526357175984
2025-02-27 20:00:00,96.42291012,-0.0,0.07323,5.5748,200.0,200.0,200.0,200.0,200.0,349.07578818818814
2025-02-27 21:00:00,153.8589924,-0.0,0.0692,6.13228,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 22:00:00,118.1095241,119.30952409999993,0.06542,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-27 23:00:00,148.2178053,271.2760014961961,0.06379,-0.0,200.0,200.0,200.0,200.0,200.0,321.85819619619616
2025-02-28 00:00:00,120.536338,-0.0,0.06403,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 01:00:00,115.4382319,116.63823189999994,0.06313,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 02:00:00,153.9188257,155.11882569999995,0.06261,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 03:00:00,161.3689145,162.56891449999992,0.06240999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 04:00:00,118.6716216,3719.8716216000003,0.062079999999999996,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-28 05:00:00,154.6549184,158.89743839999974,0.06447,0.55748,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-28 06:00:00,1976.277527,1980.5200469999997,0.07038,0.55748,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-28 07:00:00,1798.348018,1803.1480179999996,0.08502,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-28 08:00:00,1900.288426,1811.4585363235365,0.09147,-0.0,706.3701103235366,800.0,800.0,800.0,800.0,800.0
2025-02-28 09:00:00,1795.951007,-0.0,0.0942,0.55748,200.0,200.0,200.0,706.2702132132133,800.0,800.0
2025-02-28 10:00:00,1703.363943,-0.0,0.09198,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 11:00:00,1995.295553,1996.4955530000002,0.09040000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 12:00:00,1803.771928,2105.8774164884876,0.08669,-0.0,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-02-28 13:00:00,1699.404583,5000.0,0.08596,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-02-28 14:00:00,1848.558189,1322.1693203106856,0.09211,-0.0,268.81113131068594,800.0,800.0,800.0,800.0,800.0
2025-02-28 15:00:00,796.7243737,-0.0,0.09862,-0.0,200.0,200.0,667.8179464793755,800.0,800.0,800.0
2025-02-28 16:00:00,901.355117,-0.0,0.10573,-0.0,200.0,200.0,200.0,362.9950115328962,800.0,800.0
2025-02-28 17:00:00,800.6745369,-0.0,0.13323,-0.0,200.0,200.0,200.0,200.0,200.0,759.7574796213632
2025-02-28 18:00:00,98.88935394,-0.0,0.14465,-0.0,200.0,200.0,200.0,200.0,200.0,659.1083682017418
2025-02-28 19:00:00,204.3590529,-0.0,0.12137,-0.0,200.0,200.0,200.0,200.0,200.0,453.09020693354006
2025-02-28 20:00:00,96.42291012,-0.0,0.10058,-0.0,200.0,200.0,200.0,200.0,200.0,355.2142066066065
2025-02-28 21:00:00,153.8589924,-0.0,0.09711,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 22:00:00,118.1095241,119.30952409999993,0.09211,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-02-28 23:00:00,148.2178053,271.2760014961961,0.08625,-0.0,200.0,200.0,200.0,200.0,200.0,321.85819619619616
2025-03-01 00:00:00,120.536338,-0.0,0.08882999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 01:00:00,115.4382319,116.08075189999994,0.08309,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 02:00:00,153.9188257,149.54402569999993,0.07947,5.5748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 03:00:00,161.3689145,261.3695912567566,0.07539,14.49448,200.0,200.0,200.0,200.0,200.0,313.2951567567567
2025-03-01 04:00:00,118.6716216,-0.0,0.07626000000000001,6.68976,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 05:00:00,154.6549184,3744.7053184,0.07523,11.1496,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 06:00:00,1976.277527,1968.2554869999997,0.07865000000000001,12.82204,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 07:00:00,1798.348018,1799.8031379999995,0.08447,3.34488,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 08:00:00,1900.288426,1903.4159859999997,0.08698,1.67244,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 09:00:00,1795.951007,1799.6360469999995,0.09218000000000001,1.11496,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 10:00:00,1703.363943,106.65799004704672,0.09348999999999999,-0.0,200.0,200.0,398.49404704704693,800.0,800.0,800.0
2025-03-01 11:00:00,1995.295553,-0.0,0.09537000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 12:00:00,1803.771928,2105.8774164884876,0.08956,-0.0,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-03-01 13:00:00,1699.404583,5000.0,0.08889,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-01 14:00:00,1848.558189,1442.4376301029629,0.09362000000000001,-0.0,389.07944110296313,800.0,800.0,800.0,800.0,800.0
2025-03-01 15:00:00,796.7243737,-0.0,0.09715,-0.0,200.0,200.0,787.9659879618604,800.0,800.0,800.0
2025-03-01 16:00:00,901.355117,-0.0,0.09998,-0.0,200.0,200.0,200.0,483.02290497389873,800.0,800.0
2025-03-01 17:00:00,800.6745369,-0.0,0.10426,-0.0,200.0,200.0,200.0,200.0,279.6653451689248,800.0
2025-03-01 18:00:00,98.88935394,-0.0,0.11168,-0.0,200.0,200.0,200.0,200.0,200.0,778.8963258837559
2025-03-01 19:00:00,204.3590529,-0.0,0.10095,-0.0,200.0,200.0,200.0,200.0,200.0,572.7583766578721
2025-03-01 20:00:00,96.42291012,-0.0,0.10308,-0.0,200.0,200.0,200.0,200.0,200.0,474.7627081612142
2025-03-01 21:00:00,153.8589924,-0.0,0.097,-0.0,200.0,200.0,200.0,200.0,200.0,319.42895305305296
2025-03-01 22:00:00,118.1095241,-0.0,0.09775,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-01 23:00:00,148.2178053,149.41780529999994,0.08939,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 00:00:00,120.536338,120.62137799999994,0.08488,1.11496,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 01:00:00,115.4382319,115.52327189999994,0.08277,1.11496,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 02:00:00,153.9188257,154.56134569999995,0.07856,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 03:00:00,161.3689145,162.01143449999992,0.07535,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 04:00:00,118.6716216,3718.1991816000004,0.07535,1.67244,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 05:00:00,154.6549184,157.22499839999975,0.07698,2.22992,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 06:00:00,1976.277527,1976.0602069999998,0.0775,5.01732,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 07:00:00,1798.348018,1797.0157379999996,0.084,6.13228,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 08:00:00,1900.288426,1901.7435459999997,0.09087,3.34488,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 09:00:00,1795.951007,1799.6360469999995,0.09498000000000001,1.11496,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 10:00:00,1703.363943,1705.3765429999999,0.10041,2.7874,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-02 11:00:00,1995.295553,-0.0,0.10365,5.5748,200.0,200.0,200.0,605.4792470000004,800.0,800.0
2025-03-02 12:00:00,1803.771928,200.54068024699927,0.10233,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 13:00:00,1699.404583,1696.7022230000002,0.09775,3.90236,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 14:00:00,1848.558189,4649.6986253511595,0.09551000000000001,3.34488,200.0,603.2853163511598,800.0,800.0,800.0,800.0
2025-03-02 15:00:00,796.7243737,-0.0,0.09774,8.3622,200.0,200.0,410.9198573348089,800.0,800.0,800.0
2025-03-02 16:00:00,901.355117,-0.0,0.10283,1.67244,200.0,200.0,200.0,200.0,708.0262604774744,800.0
2025-03-02 17:00:00,800.6745369,-0.0,0.10782,-0.0,200.0,200.0,200.0,200.0,200.0,505.0436973169966
2025-03-02 18:00:00,98.88935394,-0.0,0.10694,0.55748,200.0,200.0,200.0,200.0,200.0,405.20677967967964
2025-03-02 19:00:00,204.3590529,-0.0,0.10227,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 20:00:00,96.42291012,95.39299011999992,0.09498000000000001,2.22992,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 21:00:00,153.8589924,155.05899239999994,0.09063,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 22:00:00,118.1095241,119.30952409999993,0.08934,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-02 23:00:00,148.2178053,271.2760014961961,0.08243,-0.0,200.0,200.0,200.0,200.0,200.0,321.85819619619616
2025-03-03 00:00:00,120.536338,-0.0,0.08615,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 01:00:00,115.4382319,116.63823189999994,0.08245999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 02:00:00,153.9188257,155.11882569999995,0.07922,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 03:00:00,161.3689145,162.56891449999992,0.07753,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 04:00:00,118.6716216,3719.8716216000003,0.07551999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 05:00:00,154.6549184,159.45491839999974,0.07598,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 06:00:00,1976.277527,1981.0775269999997,0.07737999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 07:00:00,1798.348018,1803.1480179999996,0.08037000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 08:00:00,1900.288426,1905.0884259999998,0.08421,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 09:00:00,1795.951007,1800.7510069999996,0.08757,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 10:00:00,1703.363943,1708.1639429999998,0.08975,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-03 11:00:00,1995.295553,-0.0,0.09198999999999999,-0.0,200.0,200.0,200.0,599.9044470000003,800.0,800.0
2025-03-03 12:00:00,1803.771928,206.6673854469994,0.0915,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 13:00:00,1699.404583,1739.4810896095732,0.08752,-0.0,200.0,200.0,200.0,200.0,200.0,238.87650660957297
2025-03-03 14:00:00,1848.558189,5000.0,0.08723,-0.0,389.07944110296313,800.0,800.0,800.0,800.0,800.0
2025-03-03 15:00:00,796.7243737,-0.0,0.09064,-0.0,200.0,200.0,787.9659879618604,800.0,800.0,800.0
2025-03-03 16:00:00,901.355117,-0.0,0.09620999999999999,-0.0,200.0,200.0,200.0,483.02290497389873,800.0,800.0
2025-03-03 17:00:00,800.6745369,-0.0,0.10427,-0.0,200.0,200.0,200.0,200.0,279.6653451689248,800.0
2025-03-03 18:00:00,98.88935394,-0.0,0.10609,-0.0,200.0,200.0,200.0,200.0,200.0,778.8963258837559
2025-03-03 19:00:00,204.3590529,-0.0,0.10355,-0.0,200.0,200.0,200.0,200.0,200.0,572.7583766578721
2025-03-03 20:00:00,96.42291012,-0.0,0.1005,-0.0,200.0,200.0,200.0,200.0,200.0,474.7627081612142
2025-03-03 21:00:00,153.8589924,-0.0,0.09331,-0.0,200.0,200.0,200.0,200.0,200.0,319.42895305305296
2025-03-03 22:00:00,118.1095241,-0.0,0.09117,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-03 23:00:00,148.2178053,388.1478602418286,0.08386,-0.0,200.0,200.0,200.0,200.0,200.0,438.73005494182866
2025-03-04 00:00:00,120.536338,-0.0,0.08702,-0.0,200.0,200.0,200.0,200.0,200.0,316.75498688688685
2025-03-04 01:00:00,115.4382319,-0.0,0.08431999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 02:00:00,153.9188257,155.11882569999995,0.08181999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 03:00:00,161.3689145,162.56891449999992,0.08063,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 04:00:00,118.6716216,3719.8716216000003,0.07904000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-04 05:00:00,154.6549184,159.45491839999974,0.08209999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-04 06:00:00,1976.277527,1981.0775269999997,0.0943,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-04 07:00:00,1798.348018,1803.1480179999996,0.10787000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-04 08:00:00,1900.288426,104.03838295695664,0.1176,-0.0,200.0,200.0,200.0,798.9499569569568,800.0,800.0
2025-03-04 09:00:00,1795.951007,-0.0,0.12073,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 10:00:00,1703.363943,1704.5639430000003,0.1139,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 11:00:00,1995.295553,1996.4955530000002,0.10138,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 12:00:00,1803.771928,2105.8774164884876,0.09273,-0.0,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-03-04 13:00:00,1699.404583,5000.0,0.09251999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-04 14:00:00,1848.558189,1166.0205602545088,0.09936,-0.0,200.0,712.662371254509,800.0,800.0,800.0,800.0
2025-03-04 15:00:00,796.7243737,-0.0,0.10485,-0.0,200.0,200.0,511.8253351832547,800.0,800.0,800.0
2025-03-04 16:00:00,901.355117,-0.0,0.12024,-0.0,200.0,200.0,200.0,207.15839284807166,800.0,800.0
2025-03-04 17:00:00,800.6745369,-0.0,0.12541,-0.0,200.0,200.0,200.0,200.0,200.0,604.0766975552235
2025-03-04 18:00:00,98.88935394,-0.0,0.12624,-0.0,200.0,200.0,200.0,200.0,200.0,503.5832669176683
2025-03-04 19:00:00,204.3590529,-0.0,0.11857,-0.0,200.0,200.0,200.0,200.0,200.0,297.7206307507507
2025-03-04 20:00:00,96.42291012,-0.0,0.11090000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 21:00:00,153.8589924,155.05899239999994,0.09985,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 22:00:00,118.1095241,119.30952409999993,0.09708,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-04 23:00:00,148.2178053,149.41780529999994,0.08882999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 00:00:00,120.536338,121.73633799999993,0.08543,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 01:00:00,115.4382319,116.63823189999994,0.08434,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 02:00:00,153.9188257,155.11882569999995,0.08254,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 03:00:00,161.3689145,3762.5689144999997,0.08170000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 04:00:00,118.6716216,123.47162159999972,0.08323,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 05:00:00,154.6549184,159.45491839999974,0.08634,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 06:00:00,1976.277527,1981.0775269999997,0.08898,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 07:00:00,1798.348018,1803.1480179999996,0.09487999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 08:00:00,1900.288426,-0.0,0.12911,-0.0,200.0,200.0,200.0,694.9115740000002,800.0,800.0
2025-03-05 09:00:00,1795.951007,103.37686457399957,0.11716,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 10:00:00,1703.363943,1704.5639430000003,0.10991,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 11:00:00,1995.295553,1996.4955530000002,0.1025,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 12:00:00,1803.771928,5000.0,0.09711,-0.0,395.0280719999999,800.0,800.0,800.0,800.0,800.0
2025-03-05 13:00:00,1699.404583,2108.771539072,0.09769,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-03-05 14:00:00,1848.558189,1166.0205602545088,0.10745,-0.0,200.0,712.662371254509,800.0,800.0,800.0,800.0
2025-03-05 15:00:00,796.7243737,-0.0,0.11569,-0.0,200.0,200.0,511.8253351832547,800.0,800.0,800.0
2025-03-05 16:00:00,901.355117,-0.0,0.12387999999999999,-0.0,200.0,200.0,200.0,207.15839284807166,800.0,800.0
2025-03-05 17:00:00,800.6745369,-0.0,0.13356,-0.0,200.0,200.0,200.0,200.0,200.0,604.0766975552235
2025-03-05 18:00:00,98.88935394,-0.0,0.13353,-0.0,200.0,200.0,200.0,200.0,200.0,503.5832669176683
2025-03-05 19:00:00,204.3590529,-0.0,0.12638,-0.0,200.0,200.0,200.0,200.0,200.0,297.7206307507507
2025-03-05 20:00:00,96.42291012,-0.0,0.11651,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 21:00:00,153.8589924,155.05899239999994,0.09996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 22:00:00,118.1095241,119.30952409999993,0.09169,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-05 23:00:00,148.2178053,149.41780529999994,0.09090999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-06 00:00:00,120.536338,121.73633799999993,0.08652,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-06 01:00:00,115.4382319,116.63823189999994,0.08406999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-06 02:00:00,153.9188257,155.11882569999995,0.08404,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-06 03:00:00,161.3689145,282.56052771321305,0.08342000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,319.99161321321316
2025-03-06 04:00:00,118.6716216,-0.0,0.08363,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-03-06 05:00:00,154.6549184,3755.8549184000003,0.08245000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
