,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Rain Power (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2025-06-07 19:00:00,204.3590529,-0.0,0.04809,-0.0,200.0,200.0,200.0,200.0,393.3093346906856,800.0
2025-06-07 20:00:00,96.42291012,-0.0,0.04574,-0.0,200.0,200.0,200.0,200.0,294.893115235995,800.0
2025-06-07 21:00:00,153.8589924,-0.0,0.04456,-0.0,200.0,200.0,200.0,200.0,200.0,739.1392297207591
2025-06-07 22:00:00,118.1095241,-0.0,0.04285,-0.0,200.0,200.0,200.0,200.0,200.0,619.2905663910384
2025-06-07 23:00:00,148.2178053,-0.0,0.03415,5.01732,200.0,200.0,200.0,200.0,200.0,474.47079052464744
2025-06-08 00:00:00,120.536338,-0.0,0.025920000000000002,3.90236,200.0,200.0,200.0,200.0,200.0,356.3623417341228
2025-06-08 01:00:00,115.4382319,-0.0,0.01936,-0.0,200.0,200.0,200.0,200.0,200.0,239.56774749238878
2025-06-08 02:00:00,153.9188257,115.59064595510358,0.01753,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 03:00:00,161.3689145,3762.5689144999997,0.01746,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-08 04:00:00,118.6716216,-0.0,0.023309999999999997,-0.0,676.5283784000003,800.0,800.0,800.0,800.0,800.0
2025-06-08 05:00:00,154.6549184,-0.0,0.027829999999999997,-0.0,517.1969316216005,800.0,800.0,800.0,800.0,800.0
2025-06-08 06:00:00,1976.277527,2263.597792310021,0.02216,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-08 07:00:00,1798.348018,-0.0,0.02247,-0.0,200.0,200.0,200.0,796.8519820000004,800.0,800.0
2025-06-08 08:00:00,1900.288426,106.4332959819996,0.02244,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 09:00:00,1795.951007,1797.1510070000002,-2e-05,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 10:00:00,1703.363943,1704.5639430000003,-0.00404,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 11:00:00,1995.295553,1996.4955530000002,-0.00826,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 12:00:00,1803.771928,1804.9719280000002,-0.02081,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-08 13:00:00,1699.404583,2150.8129803973966,-0.030199999999999998,-0.0,200.0,200.0,200.0,200.0,200.0,650.2083973973977
2025-06-08 14:00:00,1848.558189,5000.0,-0.0316,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-08 15:00:00,796.7243737,801.5243736999997,-0.01007,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-08 16:00:00,901.355117,-0.0,0.01249,1.11496,200.0,494.9598430000003,800.0,800.0,800.0,800.0
2025-06-08 17:00:00,800.6745369,-0.0,0.02271,-0.0,200.0,200.0,290.39034625700043,800.0,800.0,800.0
2025-06-08 18:00:00,98.88935394,-0.0,0.03574,-0.0,200.0,200.0,200.0,788.4106019707435,800.0,800.0
2025-06-08 19:00:00,204.3590529,-0.0,0.03732,-0.0,200.0,200.0,200.0,581.0631384687729,800.0,800.0
2025-06-08 20:00:00,96.42291012,-0.0,0.03465,2.22992,200.0,200.0,200.0,484.0890852103043,800.0,800.0
2025-06-08 21:00:00,153.8589924,-0.0,0.0206,16.7244,200.0,200.0,200.0,344.27040372509407,800.0,800.0
2025-06-08 22:00:00,118.1095241,-0.0,0.00726,22.85668,200.0,200.0,200.0,246.4732892213691,800.0,800.0
2025-06-08 23:00:00,148.2178053,2467.397309367852,0.00064,36.79368,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 00:00:00,120.536338,124.77885799999973,0.00086,0.55748,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 01:00:00,115.4382319,119.12327189999974,0.00095,1.11496,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 02:00:00,153.9188257,131.40230569999974,0.00117,27.31652,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 03:00:00,161.3689145,165.05395449999972,0.0024100000000000002,1.11496,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 04:00:00,118.6716216,122.91414159999972,0.0061200000000000004,0.55748,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 05:00:00,154.6549184,-0.0,0.0132,0.55748,641.1025616000003,800.0,800.0,800.0,800.0,800.0
2025-06-09 06:00:00,1976.277527,-0.0,0.01342,21.74172,200.0,200.0,200.0,481.9256520384006,800.0,800.0
2025-06-09 07:00:00,1798.348018,319.1042916136376,0.00764,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-09 08:00:00,1900.288426,5000.0,0.0,-0.0,298.51157399999994,800.0,800.0,800.0,800.0,800.0
2025-06-09 09:00:00,1795.951007,2290.5883445739996,0.00101,11.1496,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 10:00:00,1703.363943,1708.1639429999998,0.004940000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 11:00:00,1995.295553,-0.0,0.00567,1.11496,200.0,200.0,200.0,601.0194070000005,800.0,800.0
2025-06-09 12:00:00,1803.771928,505.9015488954881,0.0050999999999999995,0.55748,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-06-09 13:00:00,1699.404583,5000.0,0.00439,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 14:00:00,1848.558189,1853.3581889999998,0.00999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 15:00:00,796.7243737,798.1794936999997,0.02484,3.34488,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 16:00:00,901.355117,906.1551169999997,0.037700000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-09 17:00:00,800.6745369,-0.0,0.04229,1.67244,200.0,596.1979031000003,800.0,800.0,800.0,800.0
2025-06-09 18:00:00,98.88935394,-0.0,0.04503,-0.0,200.0,493.31235125690046,800.0,800.0,800.0,800.0
2025-06-09 19:00:00,204.3590529,-0.0,0.047409999999999994,1.67244,200.0,286.73242600564373,800.0,800.0,800.0,800.0
2025-06-09 20:00:00,96.42291012,-0.0,0.0499,6.13228,200.0,200.0,792.7550634596382,800.0,800.0,800.0
2025-06-09 21:00:00,153.8589924,-0.0,0.04972,1.11496,200.0,200.0,636.4182759961787,800.0,800.0,800.0
2025-06-09 22:00:00,118.1095241,-0.0,0.04776,-0.0,200.0,200.0,514.8723336201826,800.0,800.0,800.0
2025-06-09 23:00:00,148.2178053,-0.0,0.047060000000000005,5.01732,200.0,200.0,368.3569759865627,800.0,800.0,800.0
2025-06-10 00:00:00,120.536338,-0.0,0.045840000000000006,5.01732,200.0,200.0,249.6696010105763,800.0,800.0,800.0
2025-06-10 01:00:00,115.4382319,-0.0,0.04486,16.7244,200.0,200.0,200.0,747.9060995095658,800.0,800.0
2025-06-10 02:00:00,153.9188257,-0.0,0.04314,4.45984,200.0,200.0,200.0,595.4992077100563,800.0,800.0
2025-06-10 03:00:00,161.3689145,-0.0,0.040780000000000004,0.55748,200.0,200.0,200.0,431.8922740023464,800.0,800.0
2025-06-10 04:00:00,118.6716216,2289.411239871656,0.03907,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-10 05:00:00,154.6549184,159.45491839999974,0.04083,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-10 06:00:00,1976.277527,1981.0775269999997,0.0444,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-10 07:00:00,1798.348018,1803.1480179999996,0.049210000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-10 08:00:00,1900.288426,104.03838295695664,0.04954,-0.0,200.0,200.0,200.0,798.9499569569568,800.0,800.0
2025-06-10 09:00:00,1795.951007,-0.0,0.0498,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-10 10:00:00,1703.363943,1704.5639430000003,0.04573,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-10 11:00:00,1995.295553,1996.4955530000002,0.043,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-10 12:00:00,1803.771928,1804.9719280000002,0.03484,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-10 13:00:00,1699.404583,1857.9018193666186,0.019170000000000003,1.67244,200.0,200.0,200.0,200.0,200.0,358.9696763666185
2025-06-10 14:00:00,1848.558189,5000.0,0.009460000000000001,2.7874,511.8399176902518,800.0,800.0,800.0,800.0,800.0
2025-06-10 15:00:00,796.7243737,-0.0,0.03558,1.67244,200.0,312.27614407256186,800.0,800.0,800.0,800.0
2025-06-10 16:00:00,901.355117,-0.0,0.04324,1.67244,200.0,200.0,200.0,608.8811909284897,800.0,800.0
2025-06-10 17:00:00,800.6745369,-0.0,0.04439,8.3622,200.0,200.0,200.0,200.0,413.7599728375611,800.0
2025-06-10 18:00:00,98.88935394,-0.0,0.04692,5.5748,200.0,200.0,200.0,200.0,318.43165892472365,800.0
2025-06-10 19:00:00,204.3590529,-0.0,0.048170000000000004,2.22992,200.0,200.0,200.0,200.0,200.0,714.3840943657989
2025-06-10 20:00:00,96.42291012,-0.0,0.047299999999999995,-0.0,200.0,200.0,200.0,200.0,200.0,616.246800151433
2025-06-10 21:00:00,153.8589924,-0.0,0.045090000000000005,1.11496,200.0,200.0,200.0,200.0,200.0,461.88652095128157
2025-06-10 22:00:00,118.1095241,-0.0,0.039630000000000006,2.22992,200.0,200.0,200.0,200.0,200.0,344.5450303303303
2025-06-10 23:00:00,148.2178053,-0.0,0.033229999999999996,5.01732,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 00:00:00,120.536338,108.35681799999993,0.01779,13.37952,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 01:00:00,115.4382319,116.08075189999994,0.0066500000000000005,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 02:00:00,153.9188257,3755.1188257000003,0.00549,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 03:00:00,161.3689145,166.16891449999972,0.0179,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 04:00:00,118.6716216,123.47162159999972,0.03622,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 05:00:00,154.6549184,159.45491839999974,0.049,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 06:00:00,1976.277527,1981.0775269999997,0.05329,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 07:00:00,1798.348018,-0.0,0.05902,-0.0,200.0,200.0,200.0,796.8519820000004,800.0,800.0
2025-06-11 08:00:00,1900.288426,106.4332959819996,0.05636,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 09:00:00,1795.951007,1797.1510070000002,0.05205,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 10:00:00,1703.363943,1704.5639430000003,0.04615,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-11 11:00:00,1995.295553,2401.8728583053044,0.04296,-0.0,200.0,200.0,200.0,200.0,200.0,605.3773053053054
2025-06-11 12:00:00,1803.771928,5000.0,0.04237,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 13:00:00,1699.404583,1704.2045829999997,0.04321,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 14:00:00,1848.558189,1853.3581889999998,0.048530000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 15:00:00,796.7243737,801.5243736999997,0.05167,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 16:00:00,901.355117,-0.0,0.055,-0.0,200.0,493.8448830000003,800.0,800.0,800.0,800.0
2025-06-11 17:00:00,800.6745369,-0.0,0.05783,-0.0,200.0,200.0,289.27650121700043,800.0,800.0,800.0
2025-06-11 18:00:00,98.88935394,-0.0,0.0571,-0.0,200.0,200.0,200.0,787.2978707757836,800.0,800.0
2025-06-11 19:00:00,204.3590529,-0.0,0.056780000000000004,-0.0,200.0,200.0,200.0,579.951520005008,800.0,800.0
2025-06-11 20:00:00,96.42291012,-0.0,0.05672,-0.0,200.0,200.0,200.0,480.7486583650031,800.0,800.0
2025-06-11 21:00:00,153.8589924,-0.0,0.054240000000000003,-0.0,200.0,200.0,200.0,324.2089173066382,800.0,800.0
2025-06-11 22:00:00,118.1095241,2396.4248157106686,0.05346,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-11 23:00:00,148.2178053,-0.0,0.05845,-0.0,646.9821947000003,800.0,800.0,800.0,800.0,800.0
2025-06-12 00:00:00,120.536338,-0.0,0.05841,-0.0,521.7988745053005,800.0,800.0,800.0,800.0,800.0
2025-06-12 01:00:00,115.4382319,-0.0,0.05844,-0.0,401.8388437307955,800.0,800.0,800.0,800.0,800.0
2025-06-12 02:00:00,153.9188257,-0.0,0.05846,-0.0,243.5181791870649,800.0,800.0,800.0,800.0,800.0
2025-06-12 03:00:00,161.3689145,-0.0,0.05852,-0.0,200.0,677.9057465078781,800.0,800.0,800.0,800.0
2025-06-12 04:00:00,118.6716216,-0.0,0.05882,-0.0,200.0,555.1562191613704,800.0,800.0,800.0,800.0
2025-06-12 05:00:00,154.6549184,1003.453855457791,0.0585,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-12 06:00:00,1976.277527,1981.0775269999997,0.061630000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-12 07:00:00,1798.348018,106.53983581781745,0.06217,-0.0,200.0,200.0,303.39181781781787,800.0,800.0,800.0
2025-06-12 08:00:00,1900.288426,-0.0,0.06235,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 09:00:00,1795.951007,1797.1510070000002,0.05995,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 10:00:00,1703.363943,1704.5639430000003,0.05991,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 11:00:00,1995.295553,3803.2742597067054,0.05988,-0.0,200.0,200.0,206.77870670670654,800.0,800.0,800.0
2025-06-12 12:00:00,1803.771928,-0.0,0.05996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 13:00:00,1699.404583,1700.6045830000003,0.05967,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 14:00:00,1848.558189,1849.7581890000004,0.05933,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-12 15:00:00,796.7243737,4397.9243737,0.05925,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-12 16:00:00,901.355117,-0.0,0.0628,-0.0,200.0,493.8448830000003,800.0,800.0,800.0,800.0
2025-06-12 17:00:00,800.6745369,-0.0,0.06276,-0.0,200.0,200.0,289.27650121700043,800.0,800.0,800.0
2025-06-12 18:00:00,98.88935394,-0.0,0.06222,-0.0,200.0,200.0,200.0,787.2978707757836,800.0,800.0
2025-06-12 19:00:00,204.3590529,-0.0,0.0629,-0.0,200.0,200.0,200.0,579.951520005008,800.0,800.0
2025-06-12 20:00:00,96.42291012,-0.0,0.061079999999999995,-0.0,200.0,200.0,200.0,480.7486583650031,800.0,800.0
2025-06-12 21:00:00,153.8589924,-0.0,0.05999,-0.0,200.0,200.0,200.0,324.2089173066382,800.0,800.0
2025-06-12 22:00:00,118.1095241,2396.4248157106686,0.05972,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-12 23:00:00,148.2178053,-0.0,0.06281,-0.0,646.9821947000003,800.0,800.0,800.0,800.0,800.0
2025-06-13 00:00:00,120.536338,278.20112549469945,0.06258,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 01:00:00,115.4382319,120.23823189999973,0.06269,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 02:00:00,153.9188257,158.71882569999974,0.06303,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 03:00:00,161.3689145,166.16891449999972,0.06381,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 04:00:00,118.6716216,123.47162159999972,0.06504,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 05:00:00,154.6549184,159.45491839999974,0.0679,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-13 06:00:00,1976.277527,-0.0,0.15034,-0.0,200.0,200.0,200.0,618.9224730000003,800.0,800.0
2025-06-13 07:00:00,1798.348018,182.24446747299947,0.12713,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 08:00:00,1900.288426,1901.4884260000003,0.09789,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 09:00:00,1795.951007,1797.1510070000002,0.08702,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 10:00:00,1703.363943,1704.5639430000003,0.07458,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 11:00:00,1995.295553,3803.2742597067054,0.06415000000000001,-0.0,200.0,200.0,206.77870670670654,800.0,800.0,800.0
2025-06-13 12:00:00,1803.771928,-0.0,0.06470999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 13:00:00,1699.404583,1700.6045830000003,0.06263,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 14:00:00,1848.558189,5000.0,0.06149,-0.0,350.2418109999997,800.0,800.0,800.0,800.0,800.0
2025-06-13 15:00:00,796.7243737,-0.0,0.06315,-0.0,200.0,200.0,749.1671954889999,800.0,800.0,800.0
2025-06-13 16:00:00,901.355117,-0.0,0.06497,-0.0,200.0,200.0,200.0,444.26291129351114,800.0,800.0
2025-06-13 17:00:00,800.6745369,-0.0,0.06647,-0.0,200.0,200.0,200.0,200.0,240.94411148221752,800.0
2025-06-13 18:00:00,98.88935394,-0.0,0.07704000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,740.2138134307354
2025-06-13 19:00:00,204.3590529,-0.0,0.07498,-0.0,200.0,200.0,200.0,200.0,200.0,534.1145467173047
2025-06-13 20:00:00,96.42291012,-0.0,0.06905,-0.0,200.0,200.0,200.0,200.0,200.0,436.1575220505875
2025-06-13 21:00:00,153.8589924,-0.0,0.06398,-0.0,200.0,200.0,200.0,200.0,200.0,280.862372128537
2025-06-13 22:00:00,118.1095241,38.528014343591465,0.06277,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-13 23:00:00,148.2178053,149.41780529999994,0.06123,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 00:00:00,120.536338,121.73633799999993,0.05738,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 01:00:00,115.4382319,116.63823189999994,0.05053,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 02:00:00,153.9188257,155.11882569999995,0.04825,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 03:00:00,161.3689145,3762.5689144999997,0.04690999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 04:00:00,118.6716216,123.47162159999972,0.04908,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 05:00:00,154.6549184,159.45491839999974,0.05808,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 06:00:00,1976.277527,1981.0775269999997,0.06308,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 07:00:00,1798.348018,-0.0,0.06399,-0.0,200.0,200.0,200.0,796.8519820000004,800.0,800.0
2025-06-14 08:00:00,1900.288426,106.4332959819996,0.0635,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 09:00:00,1795.951007,1797.1510070000002,0.061270000000000005,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 10:00:00,1703.363943,1704.5639430000003,0.057280000000000005,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 11:00:00,1995.295553,1996.4955530000002,0.05216,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 12:00:00,1803.771928,1804.9719280000002,0.048670000000000005,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-14 13:00:00,1699.404583,5000.0,0.046380000000000005,-0.0,499.3954169999998,800.0,800.0,800.0,800.0,800.0
2025-06-14 14:00:00,1848.558189,2153.662167417,0.047310000000000005,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 15:00:00,796.7243737,801.5243736999997,0.05091,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-14 16:00:00,901.355117,-0.0,0.05695,-0.0,200.0,493.8448830000003,800.0,800.0,800.0,800.0
2025-06-14 17:00:00,800.6745369,-0.0,0.060039999999999996,-0.0,200.0,200.0,289.27650121700043,800.0,800.0,800.0
2025-06-14 18:00:00,98.88935394,-0.0,0.06186,-0.0,200.0,200.0,200.0,787.2978707757836,800.0,800.0
2025-06-14 19:00:00,204.3590529,-0.0,0.062200000000000005,-0.0,200.0,200.0,200.0,579.951520005008,800.0,800.0
2025-06-14 20:00:00,96.42291012,-0.0,0.062079999999999996,-0.0,200.0,200.0,200.0,480.7486583650031,800.0,800.0
2025-06-14 21:00:00,153.8589924,-0.0,0.062090000000000006,-0.0,200.0,200.0,200.0,324.2089173066382,800.0,800.0
2025-06-14 22:00:00,118.1095241,-0.0,0.061189999999999994,-0.0,200.0,200.0,200.0,203.57518428933173,800.0,800.0
2025-06-14 23:00:00,148.2178053,-0.0,0.06024,-0.0,200.0,200.0,200.0,200.0,652.9538038050425,800.0
2025-06-15 00:00:00,120.536338,-0.0,0.05797,-0.0,200.0,200.0,200.0,200.0,530.1645120012375,800.0
2025-06-15 01:00:00,115.4382319,2787.4038844107636,0.05733,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 02:00:00,153.9188257,158.71882569999974,0.057460000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 03:00:00,161.3689145,166.16891449999972,0.05915,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 04:00:00,118.6716216,-0.0,0.060880000000000004,-0.0,676.5283784000003,800.0,800.0,800.0,800.0,800.0
2025-06-15 05:00:00,154.6549184,-0.0,0.06193,-0.0,517.1969316216005,800.0,800.0,800.0,800.0,800.0
2025-06-15 06:00:00,1976.277527,-0.0,0.061810000000000004,-0.0,200.0,200.0,200.0,336.40220768997915,800.0,800.0
2025-06-15 07:00:00,1798.348018,464.4822125177106,0.060700000000000004,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-15 08:00:00,1900.288426,1901.4884260000003,0.058159999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-15 09:00:00,1795.951007,1797.1510070000002,0.05285,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-15 10:00:00,1703.363943,1704.5639430000003,0.04065,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-15 11:00:00,1995.295553,1996.4955530000002,0.03447,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-15 12:00:00,1803.771928,2105.8774164884876,0.0298,-0.0,200.0,200.0,200.0,200.0,200.0,500.90548848848874
2025-06-15 13:00:00,1699.404583,5000.0,0.02876,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 14:00:00,1848.558189,1853.3581889999998,0.04211,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 15:00:00,796.7243737,801.5243736999997,0.0514,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 16:00:00,901.355117,906.1551169999997,0.05613,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-15 17:00:00,800.6745369,-0.0,0.05985,-0.0,200.0,594.5254631000003,800.0,800.0,800.0,800.0
2025-06-15 18:00:00,98.88935394,-0.0,0.06242,-0.0,200.0,491.6415836969004,800.0,800.0,800.0,800.0
2025-06-15 19:00:00,204.3590529,-0.0,0.06322,-0.0,200.0,283.3908892132037,800.0,800.0,800.0,800.0
2025-06-15 20:00:00,96.42291012,-0.0,0.06332,-0.0,200.0,200.0,783.2845882039907,800.0,800.0,800.0
2025-06-15 21:00:00,153.8589924,-0.0,0.06292,-0.0,200.0,200.0,625.8423112157868,800.0,800.0,800.0
2025-06-15 22:00:00,118.1095241,-0.0,0.062299999999999994,-0.0,200.0,200.0,504.3069448045712,800.0,800.0,800.0
2025-06-15 23:00:00,148.2178053,-0.0,0.06304,-0.0,200.0,200.0,352.78483255976676,800.0,800.0,800.0
2025-06-16 00:00:00,120.536338,-0.0,0.063,4.45984,200.0,200.0,233.5555497272071,800.0,800.0,800.0
2025-06-16 01:00:00,115.4382319,-0.0,0.06264,-0.0,200.0,200.0,200.0,715.08376227748,800.0,800.0
2025-06-16 02:00:00,153.9188257,-0.0,0.062340000000000007,-0.0,200.0,200.0,200.0,558.2498528152026,800.0,800.0
2025-06-16 03:00:00,161.3689145,-0.0,0.061829999999999996,2.22992,200.0,200.0,200.0,396.3526084623876,800.0,800.0
2025-06-16 04:00:00,118.6716216,-0.0,0.061590000000000006,4.45984,200.0,200.0,200.0,279.54447425392533,800.0,800.0
2025-06-16 05:00:00,154.6549184,-0.0,0.06104,6.13228,200.0,200.0,200.0,200.0,728.5422913796715,800.0
2025-06-16 06:00:00,1976.277527,849.5062979117082,0.060039999999999996,0.55748,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 07:00:00,1798.348018,1796.7606180000002,0.05917,2.7874,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 08:00:00,1900.288426,1899.2585060000004,0.054729999999999994,2.22992,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 09:00:00,1795.951007,1787.116367,0.04329,10.03464,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 10:00:00,1703.363943,3701.9430300470462,0.04247,1.11496,200.0,200.0,398.49404704704693,800.0,800.0,800.0
2025-06-16 11:00:00,1995.295553,-0.0,0.04394,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 12:00:00,1803.771928,1804.9719280000002,0.042140000000000004,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2025-06-16 13:00:00,1699.404583,5000.0,0.041479999999999996,-0.0,499.3954169999998,800.0,800.0,800.0,800.0,800.0
2025-06-16 14:00:00,1848.558189,2153.662167417,0.04193,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-16 15:00:00,796.7243737,801.5243736999997,0.04815,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-16 16:00:00,901.355117,906.1551169999997,0.05868,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-16 17:00:00,800.6745369,805.4745368999997,0.06123,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-16 18:00:00,98.88935394,100.34447393999973,0.06335,3.34488,800.0,800.0,800.0,800.0,800.0,800.0
2025-06-16 19:00:00,204.3590529,-0.0,0.06602,3.34488,594.1858271000003,800.0,800.0,800.0,800.0,800.0
2025-06-16 20:00:00,96.42291012,-0.0,0.06675,7.24724,500.41597115290057,800.0,800.0,800.0,800.0,800.0
2025-06-16 21:00:00,153.8589924,-0.0,0.06545000000000001,3.34488,345.40144278174785,800.0,800.0,800.0,800.0,800.0
2025-06-16 22:00:00,118.1095241,-0.0,0.066,-0.0,222.94651723896635,800.0,800.0,800.0,800.0,800.0
2025-06-16 23:00:00,148.2178053,-0.0,0.06475,0.55748,200.0,671.0632454217276,800.0,800.0,800.0,800.0
