,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh),Rain Power (kW)
0,12948267.37886307,588157.1371877645,588157.1371877651,158741.02145544143,0.04846284195707333,3115.251333333035
