,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh),PV Generation (kWh)
0,12298347.987295102,563472.4402232039,563472.4402232053,158790.1373719566,0.04837766334623655,653119.7050035013
