,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Solar (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2024-01-01 00:00:00,1504.6,2704.6,0.05379,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 01:00:00,1398.6,1399.8000000000002,0.048979999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 02:00:00,1496.2,1497.4000000000003,0.02745,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 03:00:00,1602.9,1604.1000000000004,0.024480000000000002,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 04:00:00,1798.9,1800.1000000000004,0.02401,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 05:00:00,1996.8,5000.0,0.02123,-0.0,201.99999999999983,800.0,800.0,800.0,800.0,800.0
2024-01-01 06:00:00,2984.8,3587.0020000000013,0.02262,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 07:00:00,2800.3,2805.1000000000013,0.02504,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 08:00:00,2904.6,2909.4000000000005,0.02624,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 09:00:00,2802.4,2807.2000000000007,0.03221,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 10:00:00,2703.2,2708.000000000001,0.04771,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 11:00:00,3003.5,3008.300000000001,0.05251,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 12:00:00,2796.1,2800.9000000000005,0.05657,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 13:00:00,2703.0,2707.800000000001,0.05982,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 14:00:00,2847.3,2852.1000000000013,0.062060000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 15:00:00,2800.3,2805.1000000000013,0.06252,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 16:00:00,2899.6,2904.4000000000005,0.06319,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-01 17:00:00,2395.2,-0.0,0.06498999999999999,-0.0,200.0,200.0,200.0,200.0,800.0000000000005,800.0
2024-01-01 18:00:00,2202.0,1004.3999999999996,0.06358,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 19:00:00,2195.3,2196.499999999999,0.0631,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 20:00:00,1699.8,1701.0000000000002,0.06215,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 21:00:00,1797.7,1798.9000000000003,0.05827,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 22:00:00,1801.5,1802.7000000000003,0.05258,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-01 23:00:00,2004.5,2005.7000000000003,0.04403,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 00:00:00,117.7,118.89999999999993,0.038,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 01:00:00,116.8,117.99999999999993,0.03356,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 02:00:00,145.8,3747.0,0.03203,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 03:00:00,155.3,160.09999999999974,0.03229,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 04:00:00,120.3,125.09999999999972,0.0367,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 05:00:00,152.0,156.79999999999973,0.04172,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 06:00:00,2981.6,2986.4000000000005,0.04918,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 07:00:00,2798.0,2802.800000000001,0.06204,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 08:00:00,2899.4,2904.2000000000007,0.06567,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 09:00:00,2802.2,2807.000000000001,0.0668,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 10:00:00,2702.6,2707.4000000000005,0.07108,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 11:00:00,2996.3,3001.1000000000013,0.07354000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 12:00:00,2795.9,2800.7000000000007,0.07816,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 13:00:00,2696.2,2701.000000000001,0.07887000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 14:00:00,2854.7,2859.500000000001,0.07923999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-02 15:00:00,1796.7,1514.9178222266305,0.07995999999999999,-0.0,513.4178222266308,800.0,800.0,800.0,800.0,800.0
2024-01-02 16:00:00,1904.5,-0.0,0.08145999999999999,-0.0,200.0,200.0,200.0,404.40440440440443,800.0,800.0
2024-01-02 17:00:00,1401.8,-0.0,0.08092,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 18:00:00,1196.2,1197.4000000000003,0.07495,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 19:00:00,1199.2,1200.4000000000003,0.06677,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 20:00:00,1499.9,1501.1000000000004,0.06492,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 21:00:00,1600.9,1602.1000000000004,0.06443,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 22:00:00,1204.1,1205.3000000000002,0.06261,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-02 23:00:00,1498.2,1499.4000000000003,0.05916,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 00:00:00,120.5,393.827382637893,0.058,-0.0,200.0,200.0,200.0,200.0,200.0,472.12738263789305
2024-01-03 01:00:00,115.4,-0.0,0.05839,-0.0,200.0,200.0,200.0,200.0,200.0,355.25525525525524
2024-01-03 02:00:00,153.9,-0.0,0.05841,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 03:00:00,161.4,162.59999999999994,0.05584,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 04:00:00,118.7,3719.8999999999996,0.05453,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 05:00:00,154.7,159.49999999999972,0.05841,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 06:00:00,1976.3,1981.0999999999997,0.0627,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 07:00:00,1798.3,1803.0999999999997,0.06481,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 08:00:00,1900.3,1905.0999999999997,0.06559999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 09:00:00,1796.0,-0.0,0.06594,-0.0,200.0,200.0,200.0,799.2000000000003,800.0,800.0
2024-01-03 10:00:00,1703.4,-0.0,0.06642,-0.0,200.0,200.0,200.0,200.0,200.0,292.8008000000001
2024-01-03 11:00:00,1995.3,1903.7920008,0.06593,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 12:00:00,1803.8,1570.7835334679,0.06559999999999999,535.117367433,200.0,200.0,200.0,200.0,200.0,500.9009009009012
2024-01-03 13:00:00,1699.4,5000.0,0.06515,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-03 14:00:00,1848.6,1322.3273346995538,0.06576,-0.0,268.92733469955425,800.0,800.0,800.0,800.0,800.0
2024-01-03 15:00:00,796.7,-0.0,0.06938,-0.0,200.0,200.0,667.9584073648549,800.0,800.0,800.0
2024-01-03 16:00:00,901.4,-0.0,0.07359,-0.0,200.0,200.0,200.0,363.0904489574902,800.0,800.0
2024-01-03 17:00:00,800.7,-0.0,0.08228,-0.0,200.0,200.0,200.0,200.0,200.0,759.8273585085326
2024-01-03 18:00:00,98.9,-0.0,0.08297,-0.0,200.0,200.0,200.0,200.0,200.0,659.167531150024
2024-01-03 19:00:00,204.4,-0.0,0.07903,-0.0,200.0,200.0,200.0,200.0,200.0,453.108363618874
2024-01-03 20:00:00,96.4,-0.0,0.07323,-0.0,200.0,200.0,200.0,200.0,200.0,355.25525525525524
2024-01-03 21:00:00,153.9,-0.0,0.0692,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 22:00:00,118.1,119.29999999999993,0.06542,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-03 23:00:00,148.2,271.22182182182166,0.06379,-0.0,200.0,200.0,200.0,200.0,200.0,321.82182182182174
2024-01-04 00:00:00,120.5,-0.0,0.06403,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 01:00:00,115.4,116.59999999999994,0.06313,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 02:00:00,153.9,155.09999999999994,0.06261,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 03:00:00,161.4,162.59999999999994,0.06240999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 04:00:00,118.7,3719.8999999999996,0.062079999999999996,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 05:00:00,154.7,159.49999999999972,0.06447,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 06:00:00,1976.3,1981.0999999999997,0.07038,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 07:00:00,1798.3,1803.0999999999997,0.08502,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 08:00:00,1900.3,1812.1133196259318,0.09147,-0.0,707.0133196259321,800.0,800.0,800.0,800.0,800.0
2024-01-04 09:00:00,1796.0,-0.0,0.0942,-0.0,200.0,200.0,200.0,706.3063063063064,800.0,800.0
2024-01-04 10:00:00,1703.4,-0.0,0.09198,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 11:00:00,1995.3,1996.5000000000002,0.09040000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 12:00:00,1803.8,2105.9009009009,0.08669,-0.0,200.0,200.0,200.0,200.0,200.0,500.9009009009012
2024-01-04 13:00:00,1699.4,5000.0,0.08596,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-04 14:00:00,1848.6,1322.3273346995538,0.09211,-0.0,268.92733469955425,800.0,800.0,800.0,800.0,800.0
2024-01-04 15:00:00,796.7,-0.0,0.09862,-0.0,200.0,200.0,667.9584073648549,800.0,800.0,800.0
2024-01-04 16:00:00,901.4,-0.0,0.10573,-0.0,200.0,200.0,200.0,363.0904489574902,800.0,800.0
2024-01-04 17:00:00,800.7,-0.0,0.13323,-0.0,200.0,200.0,200.0,200.0,200.0,759.8273585085326
2024-01-04 18:00:00,98.9,-0.0,0.14465,-0.0,200.0,200.0,200.0,200.0,200.0,659.167531150024
2024-01-04 19:00:00,204.4,-0.0,0.12137,-0.0,200.0,200.0,200.0,200.0,200.0,453.108363618874
2024-01-04 20:00:00,96.4,-0.0,0.10058,-0.0,200.0,200.0,200.0,200.0,200.0,355.25525525525524
2024-01-04 21:00:00,153.9,-0.0,0.09711,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 22:00:00,118.1,119.29999999999993,0.09211,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-04 23:00:00,148.2,271.22182182182166,0.08625,-0.0,200.0,200.0,200.0,200.0,200.0,321.82182182182174
2024-01-05 00:00:00,120.5,-0.0,0.08882999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 01:00:00,115.4,116.59999999999994,0.08309,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 02:00:00,153.9,155.09999999999994,0.07947,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 03:00:00,161.4,282.6200200200199,0.07539,-0.0,200.0,200.0,200.0,200.0,200.0,320.02002002001996
2024-01-05 04:00:00,118.7,-0.0,0.07626000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 05:00:00,154.7,3755.8999999999996,0.07523,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 06:00:00,1976.3,1981.0999999999997,0.07865000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 07:00:00,1798.3,1803.0999999999997,0.08447,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 08:00:00,1900.3,1905.0999999999997,0.08698,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 09:00:00,1796.0,1544.7423044014981,0.09218000000000001,-0.0,543.9423044014984,800.0,800.0,800.0,800.0,800.0
2024-01-05 10:00:00,1703.4,-0.0,0.09348999999999999,-0.0,200.0,200.0,200.0,635.998362097097,800.0,800.0
2024-01-05 11:00:00,1995.3,-0.0,0.09537000000000001,362.137636265,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 12:00:00,1803.8,1805.0000000000002,0.08956,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 13:00:00,1699.4,4870.250341864999,0.08889,430.349658135,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-05 14:00:00,1848.6,1442.5860438550176,0.09362000000000001,-0.0,389.18604385501783,800.0,800.0,800.0,800.0,800.0
2024-01-05 15:00:00,796.7,-0.0,0.09715,-0.0,200.0,200.0,788.096857811163,800.0,800.0,800.0
2024-01-05 16:00:00,901.4,-0.0,0.09998,-0.0,200.0,200.0,200.0,483.10876095335203,800.0,800.0
2024-01-05 17:00:00,800.7,-0.0,0.10426,-0.0,200.0,200.0,200.0,200.0,279.72565219239857,800.0
2024-01-05 18:00:00,98.9,-0.0,0.11168,-0.0,200.0,200.0,200.0,200.0,200.0,778.9459265402063
2024-01-05 19:00:00,204.4,-0.0,0.10095,-0.0,200.0,200.0,200.0,200.0,200.0,572.7669806136661
2024-01-05 20:00:00,96.4,-0.0,0.10308,-0.0,200.0,200.0,200.0,200.0,200.0,474.7942136330524
2024-01-05 21:00:00,153.9,-0.0,0.097,-0.0,200.0,200.0,200.0,200.0,200.0,319.41941941941934
2024-01-05 22:00:00,118.1,-0.0,0.09775,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-05 23:00:00,148.2,149.39999999999992,0.08939,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 00:00:00,117.7,118.89999999999993,0.08488,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 01:00:00,116.8,117.99999999999993,0.08277,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 02:00:00,145.8,146.99999999999994,0.07856,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 03:00:00,155.3,156.49999999999994,0.07535,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 04:00:00,120.3,3721.5,0.07535,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 05:00:00,152.0,156.79999999999973,0.07698,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 06:00:00,2981.6,2986.4000000000005,0.0775,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 07:00:00,2798.0,2802.800000000001,0.084,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 08:00:00,2899.4,2904.2000000000007,0.09087,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 09:00:00,2802.2,2807.000000000001,0.09498000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 10:00:00,2702.6,2707.4000000000005,0.10041,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 11:00:00,2996.3,-0.0,0.10365,-0.0,200.0,200.0,200.0,200.0,200.0,798.8999999999999
2024-01-06 12:00:00,2795.9,2198.7988999999993,0.10233,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 13:00:00,2696.2,2697.3999999999987,0.09775,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 14:00:00,2854.7,5000.0,0.09551000000000001,274.460270517,200.0,218.56027051700022,800.0,800.0,800.0,800.0
2024-01-06 15:00:00,1796.7,2981.7582897535167,0.09774,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-06 16:00:00,1904.5,913.5028013999984,0.10283,-0.0,200.0,404.2028013999986,800.0,800.0,800.0,800.0
2024-01-06 17:00:00,1401.8,-0.0,0.10782,-0.0,200.0,200.0,200.0,200.0,798.5985985985988,800.0
2024-01-06 18:00:00,1196.2,-0.0,0.10694,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 19:00:00,1199.2,1200.4000000000003,0.10227,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 20:00:00,1499.9,1501.1000000000004,0.09498000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 21:00:00,1600.9,1602.1000000000004,0.09063,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 22:00:00,1204.1,1205.3000000000002,0.08934,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-06 23:00:00,1498.2,1618.4190190190193,0.08243,-0.0,200.0,200.0,200.0,200.0,200.0,319.01901901901897
2024-01-07 00:00:00,117.7,-0.0,0.08615,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 01:00:00,116.8,117.99999999999993,0.08245999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 02:00:00,145.8,146.99999999999994,0.07922,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 03:00:00,155.3,156.49999999999994,0.07753,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 04:00:00,120.3,3721.5,0.07551999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 05:00:00,152.0,156.79999999999973,0.07598,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 06:00:00,2981.6,2986.4000000000005,0.07737999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 07:00:00,2798.0,2802.800000000001,0.08037000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 08:00:00,2899.4,2904.2000000000007,0.08421,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 09:00:00,2802.2,2807.000000000001,0.08757,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 10:00:00,2702.6,2707.4000000000005,0.08975,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 11:00:00,2996.3,-0.0,0.09198999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,798.8999999999999
2024-01-07 12:00:00,2795.9,2198.7988999999993,0.0915,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 13:00:00,2696.2,4154.757357357356,0.08752,-0.0,200.0,200.0,200.0,457.3573573573572,800.0,800.0
2024-01-07 14:00:00,2854.7,5000.0,0.08723,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 15:00:00,1796.7,1801.4999999999998,0.09064,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 16:00:00,1904.5,1909.2999999999997,0.09620999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-07 17:00:00,1401.8,-0.0,0.10427,-0.0,200.0,200.0,593.4000000000003,800.0,800.0,800.0
2024-01-07 18:00:00,1196.2,-0.0,0.10609,-0.0,200.0,200.0,200.0,200.0,593.8066000000003,800.0
2024-01-07 19:00:00,1199.2,207.5872065999996,0.10355,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 20:00:00,1499.9,1501.1000000000004,0.1005,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 21:00:00,1600.9,1602.1000000000004,0.09331,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 22:00:00,1204.1,1205.3000000000002,0.09117,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-07 23:00:00,1498.2,1736.65537349161,0.08386,-0.0,200.0,200.0,200.0,200.0,200.0,437.2553734916096
2024-01-08 00:00:00,117.7,-0.0,0.08702,-0.0,200.0,200.0,200.0,200.0,200.0,318.11811811811805
2024-01-08 01:00:00,116.8,-0.0,0.08431999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 02:00:00,145.8,146.99999999999994,0.08181999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 03:00:00,155.3,156.49999999999994,0.08063,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 04:00:00,120.3,3721.5,0.07904000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 05:00:00,152.0,156.79999999999973,0.08209999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 06:00:00,2981.6,2986.4000000000005,0.0943,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 07:00:00,2798.0,2802.800000000001,0.10787000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 08:00:00,2899.4,2110.4062062062067,0.1176,-0.0,200.0,606.2062062062059,800.0,800.0,800.0,800.0
2024-01-08 09:00:00,2802.2,-0.0,0.12073,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 10:00:00,2702.6,2423.9882997279988,0.1139,279.811700272,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 11:00:00,2996.3,2504.130073230999,0.10138,493.369926769,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 12:00:00,2795.9,3588.5871819519516,0.09273,-0.0,200.0,200.0,200.0,200.0,391.4871819519521,800.0
2024-01-08 13:00:00,2696.2,5000.0,0.09251999999999999,506.70430523,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 14:00:00,2854.7,2507.6377095470007,0.09936,351.862290453,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 15:00:00,1796.7,1718.9896489711998,0.10485,82.5103510288,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-08 16:00:00,1904.5,913.5028013999984,0.12024,-0.0,200.0,404.2028013999986,800.0,800.0,800.0,800.0
2024-01-08 17:00:00,1401.8,-0.0,0.12541,-0.0,200.0,200.0,200.0,200.0,798.5985985985988,800.0
2024-01-08 18:00:00,1196.2,-0.0,0.12624,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 19:00:00,1199.2,1200.4000000000003,0.11857,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 20:00:00,1499.9,1501.1000000000004,0.11090000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 21:00:00,1600.9,1602.1000000000004,0.09985,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 22:00:00,1204.1,1205.3000000000002,0.09708,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-08 23:00:00,1498.2,1499.4000000000003,0.08882999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 00:00:00,117.7,118.89999999999993,0.08543,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 01:00:00,116.8,117.99999999999993,0.08434,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 02:00:00,145.8,146.99999999999994,0.08254,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 03:00:00,155.3,3756.5,0.08170000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 04:00:00,120.3,125.09999999999972,0.08323,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 05:00:00,152.0,156.79999999999973,0.08634,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 06:00:00,2981.6,2986.4000000000005,0.08898,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 07:00:00,2798.0,2802.800000000001,0.09487999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 08:00:00,2899.4,-0.0,0.12911,-0.0,200.0,200.0,200.0,200.0,295.8000000000004,800.0
2024-01-09 09:00:00,2802.2,2108.295799999999,0.11716,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 10:00:00,2702.6,2703.799999999999,0.10991,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 11:00:00,2996.3,2481.347718965999,0.1025,516.152281034,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 12:00:00,2795.9,5000.0,0.09711,-0.0,200.0,200.0,602.9000000000001,800.0,800.0,800.0
2024-01-09 13:00:00,2696.2,4096.7029,0.09769,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 14:00:00,2854.7,2859.500000000001,0.10745,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 15:00:00,1796.7,1630.3793661339998,0.11569,171.120633866,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 16:00:00,1904.5,1909.2999999999997,0.12387999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-09 17:00:00,1401.8,-0.0,0.13356,-0.0,200.0,200.0,593.4000000000003,800.0,800.0,800.0
2024-01-09 18:00:00,1196.2,-0.0,0.13353,-0.0,200.0,200.0,200.0,200.0,593.8066000000003,800.0
2024-01-09 19:00:00,1199.2,207.5872065999996,0.12638,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 20:00:00,1499.9,1501.1000000000004,0.11651,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 21:00:00,1600.9,1602.1000000000004,0.09996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 22:00:00,1204.1,1205.3000000000002,0.09169,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-09 23:00:00,1498.2,1499.4000000000003,0.09090999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 00:00:00,1504.6,1505.8000000000002,0.08652,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 01:00:00,1398.6,1399.8000000000002,0.08406999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 02:00:00,1496.2,1497.4000000000003,0.08404,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 03:00:00,1602.9,3406.0019019019014,0.08342000000000001,-0.0,200.0,200.0,201.90190190190194,800.0,800.0,800.0
2024-01-10 04:00:00,1798.9,-0.0,0.08363,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 05:00:00,1996.8,5000.0,0.08245000000000001,-0.0,201.99999999999983,800.0,800.0,800.0,800.0,800.0
2024-01-10 06:00:00,2984.8,3587.0020000000013,0.08274,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-10 07:00:00,2800.3,2805.1000000000013,0.09689,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-01-10 08:00:00,2904.6,-0.0,0.1369,-0.0,200.0,200.0,200.0,200.0,290.6000000000006,800.0
2024-01-10 09:00:00,2802.4,2113.6905999999985,0.12635,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-01-10 10:00:00,2703.2,2704.3999999999987,0.11488,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
