,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Solar (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2024-02-07 14:00:00,1848.6,3700.023596580163,0.07507,-0.0,539.9373915801633,800.0,800.0,800.0,800.0,800.0
2024-02-07 15:00:00,796.7,-0.0,0.08442,-0.0,200.0,338.6974541885834,800.0,800.0,800.0,800.0
2024-02-07 16:00:00,901.4,-0.0,0.09428,-0.0,200.0,200.0,200.0,633.558756734395,800.0,800.0
2024-02-07 17:00:00,800.7,-0.0,0.11657,-0.0,200.0,200.0,200.0,200.0,430.0251979776606,800.0
2024-02-07 18:00:00,98.9,-0.0,0.132,-0.0,200.0,200.0,200.0,200.0,329.09517277968297,800.0
2024-02-07 19:00:00,204.4,-0.0,0.10679000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,722.7660776069034
2024-02-07 20:00:00,96.4,-0.0,0.09736,-0.0,200.0,200.0,200.0,200.0,200.0,624.6433115292965
2024-02-07 21:00:00,153.9,-0.0,0.08494,-0.0,200.0,200.0,200.0,200.0,200.0,469.1186682177672
2024-02-07 22:00:00,118.1,-0.0,0.08104,-0.0,200.0,200.0,200.0,200.0,200.0,349.54954954954945
2024-02-07 23:00:00,148.2,-0.0,0.07690999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 00:00:00,117.7,118.89999999999993,0.07141,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 01:00:00,116.8,117.99999999999993,0.07123,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 02:00:00,145.8,146.99999999999994,0.07006,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 03:00:00,155.3,156.49999999999994,0.06912,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 04:00:00,120.3,3721.5,0.06889,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 05:00:00,152.0,156.79999999999973,0.07408,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 06:00:00,2981.6,2986.4000000000005,0.08425,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 07:00:00,2798.0,2802.800000000001,0.10659,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 08:00:00,2899.4,-0.0,0.12903,-0.0,200.0,200.0,200.0,200.0,295.8000000000004,800.0
2024-02-08 09:00:00,2802.2,2108.295799999999,0.11003,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 10:00:00,2702.6,2703.799999999999,0.09495999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 11:00:00,2996.3,2997.499999999999,0.08921,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 12:00:00,2795.9,5000.0,0.08679,-0.0,200.0,200.0,602.9000000000001,800.0,800.0,800.0
2024-02-08 13:00:00,2696.2,4096.7029,0.08834,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 14:00:00,2854.7,-0.0,0.09178,-0.0,200.0,200.0,200.0,200.0,340.5000000000002,800.0
2024-02-08 15:00:00,1796.7,1058.1405,0.09145,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 16:00:00,1904.5,5000.0,0.07934999999999999,-0.0,294.3,800.0,800.0,800.0,800.0,800.0
2024-02-08 17:00:00,1401.8,1911.7942999999998,0.07975,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-08 18:00:00,1196.2,-0.0,0.09157,-0.0,200.0,200.0,799.0000000000002,800.0,800.0,800.0
2024-02-08 19:00:00,1199.2,-0.0,0.08356,-0.0,200.0,200.0,200.0,200.0,796.2010000000002,800.0
2024-02-08 20:00:00,1499.9,306.09520099999975,0.08062000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 21:00:00,1600.9,1602.1000000000004,0.07811,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 22:00:00,1204.1,1205.3000000000002,0.0734,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-08 23:00:00,1498.2,1499.4000000000003,0.06406,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 00:00:00,117.7,118.89999999999993,0.06236,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 01:00:00,116.8,117.99999999999993,0.06046,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 02:00:00,145.8,146.99999999999994,0.05755,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 03:00:00,155.3,156.49999999999994,0.053259999999999995,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 04:00:00,120.3,3721.5,0.05156,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 05:00:00,152.0,156.79999999999973,0.05294,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 06:00:00,2981.6,2986.4000000000005,0.05725,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 07:00:00,2798.0,2802.800000000001,0.061799999999999994,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 08:00:00,2899.4,2904.2000000000007,0.06405,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 09:00:00,2802.2,2807.000000000001,0.06566,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 10:00:00,2702.6,-0.0,0.06737,-0.0,200.0,200.0,200.0,200.0,492.6000000000006,800.0
2024-02-09 11:00:00,2996.3,2105.792599999999,0.0673,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 12:00:00,2795.9,4095.798698698698,0.06575,-0.0,200.0,200.0,200.0,298.69869869869854,800.0,800.0
2024-02-09 13:00:00,2696.2,5000.0,0.0654,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 14:00:00,2854.7,-0.0,0.07009,-0.0,200.0,200.0,200.0,200.0,340.5000000000002,800.0
2024-02-09 15:00:00,1796.7,4658.1404999999995,0.07012,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-09 16:00:00,1904.5,913.5028013999984,0.0708,-0.0,200.0,404.2028013999986,800.0,800.0,800.0,800.0
2024-02-09 17:00:00,1401.8,-0.0,0.07644,-0.0,200.0,200.0,200.0,200.0,798.5985985985988,800.0
2024-02-09 18:00:00,1196.2,-0.0,0.07594,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 19:00:00,1199.2,1200.4000000000003,0.07094,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 20:00:00,1499.9,1501.1000000000004,0.06725,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 21:00:00,1600.9,1602.1000000000004,0.06615,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 22:00:00,1204.1,1205.3000000000002,0.06495999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-09 23:00:00,1498.2,1499.4000000000003,0.06328,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 00:00:00,117.7,3718.8999999999996,0.06114,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 01:00:00,116.8,121.59999999999972,0.06203,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 02:00:00,145.8,-0.0,0.062340000000000007,-0.0,649.4000000000003,800.0,800.0,800.0,800.0,800.0
2024-02-10 03:00:00,155.3,-0.0,0.062329999999999997,-0.0,489.4506000000005,800.0,800.0,800.0,800.0,800.0
2024-02-10 04:00:00,120.3,435.33885059999926,0.06235,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 05:00:00,152.0,-0.0,0.06335,-0.0,643.2000000000003,800.0,800.0,800.0,800.0,800.0
2024-02-10 06:00:00,2981.6,3143.0432,0.06264,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 07:00:00,2798.0,2802.800000000001,0.06326,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 08:00:00,2899.4,2904.2000000000007,0.06473999999999999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 09:00:00,2802.2,2807.000000000001,0.06572,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 10:00:00,2702.6,-0.0,0.06747,-0.0,200.0,200.0,200.0,200.0,492.6000000000006,800.0
2024-02-10 11:00:00,2996.3,2105.792599999999,0.06727,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 12:00:00,2795.9,4095.798698698698,0.06618,-0.0,200.0,200.0,200.0,298.69869869869854,800.0,800.0
2024-02-10 13:00:00,2696.2,5000.0,0.06512000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 14:00:00,2854.7,2859.500000000001,0.06691,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 15:00:00,1796.7,1801.4999999999998,0.06801,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-10 16:00:00,1904.5,913.5028013999984,0.06892,-0.0,200.0,404.2028013999986,800.0,800.0,800.0,800.0
2024-02-10 17:00:00,1401.8,-0.0,0.0862,-0.0,200.0,200.0,200.0,200.0,798.5985985985988,800.0
2024-02-10 18:00:00,1196.2,-0.0,0.08491,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 19:00:00,1199.2,1200.4000000000003,0.06906,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 20:00:00,1499.9,1501.1000000000004,0.06528,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 21:00:00,1600.9,1602.1000000000004,0.06418,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 22:00:00,1204.1,1205.3000000000002,0.06338,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-10 23:00:00,1498.2,1499.4000000000003,0.06193,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 00:00:00,120.5,121.69999999999993,0.05792,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 01:00:00,115.4,116.59999999999994,0.05639,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 02:00:00,153.9,155.09999999999994,0.05428,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 03:00:00,161.4,162.59999999999994,0.05178,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 04:00:00,118.7,3719.8999999999996,0.05088,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 05:00:00,154.7,159.49999999999972,0.05199,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 06:00:00,1976.3,1981.0999999999997,0.052829999999999995,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 07:00:00,1798.3,1803.0999999999997,0.05597,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 08:00:00,1900.3,1905.0999999999997,0.05697,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 09:00:00,1796.0,1800.7999999999997,0.05857,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 10:00:00,1703.4,1708.1999999999998,0.06116,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 11:00:00,1995.3,-0.0,0.06397,-0.0,200.0,200.0,200.0,599.9000000000003,800.0,800.0
2024-02-11 12:00:00,1803.8,507.60080090090077,0.06305,-0.0,200.0,200.0,200.0,200.0,200.0,500.9009009009012
2024-02-11 13:00:00,1699.4,5000.0,0.06173,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-11 14:00:00,1848.6,1442.5860438550176,0.06333,-0.0,389.18604385501783,800.0,800.0,800.0,800.0,800.0
2024-02-11 15:00:00,796.7,-0.0,0.06470999999999999,-0.0,200.0,200.0,788.096857811163,800.0,800.0,800.0
2024-02-11 16:00:00,901.4,-0.0,0.06804,-0.0,200.0,200.0,200.0,483.10876095335203,800.0,800.0
2024-02-11 17:00:00,800.7,-0.0,0.07607,-0.0,200.0,200.0,200.0,200.0,279.72565219239857,800.0
2024-02-11 18:00:00,98.9,-0.0,0.07823999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,778.9459265402063
2024-02-11 19:00:00,204.4,-0.0,0.07277,-0.0,200.0,200.0,200.0,200.0,200.0,572.7669806136661
2024-02-11 20:00:00,96.4,-0.0,0.07437,-0.0,200.0,200.0,200.0,200.0,200.0,474.7942136330524
2024-02-11 21:00:00,153.9,-0.0,0.0679,-0.0,200.0,200.0,200.0,200.0,200.0,319.41941941941934
2024-02-11 22:00:00,118.1,-0.0,0.06589,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-11 23:00:00,148.2,268.4190190190189,0.062020000000000006,-0.0,200.0,200.0,200.0,200.0,200.0,319.01901901901897
2024-02-12 00:00:00,117.7,-0.0,0.06235,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 01:00:00,116.8,117.99999999999993,0.05994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 02:00:00,145.8,146.99999999999994,0.05879,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 03:00:00,155.3,3756.5,0.05777,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 04:00:00,120.3,125.09999999999972,0.05921,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 05:00:00,152.0,156.79999999999973,0.06301,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 06:00:00,2981.6,2986.4000000000005,0.06689,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 07:00:00,2798.0,2802.800000000001,0.08293,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 08:00:00,2899.4,-0.0,0.10098,-0.0,200.0,200.0,200.0,200.0,295.8000000000004,800.0
2024-02-12 09:00:00,2802.2,2108.295799999999,0.0937,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 10:00:00,2702.6,2703.799999999999,0.083,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 11:00:00,2996.3,2997.499999999999,0.0768,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 12:00:00,2795.9,2797.099999999999,0.06529,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 13:00:00,2696.2,5000.0,0.062079999999999996,-0.0,200.0,200.0,702.6000000000004,800.0,800.0,800.0
2024-02-12 14:00:00,2854.7,4155.6026,0.062380000000000005,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 15:00:00,1796.7,1801.4999999999998,0.06452,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 16:00:00,1904.5,1909.2999999999997,0.07581,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-12 17:00:00,1401.8,-0.0,0.09099,-0.0,200.0,200.0,593.4000000000003,800.0,800.0,800.0
2024-02-12 18:00:00,1196.2,-0.0,0.09301999999999999,-0.0,200.0,200.0,200.0,200.0,593.8066000000003,800.0
2024-02-12 19:00:00,1199.2,207.5872065999996,0.08632,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 20:00:00,1499.9,1501.1000000000004,0.07653,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 21:00:00,1600.9,1602.1000000000004,0.06794,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 22:00:00,1204.1,1205.3000000000002,0.06375,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-12 23:00:00,1498.2,1884.097256963818,0.05994,-0.0,200.0,200.0,200.0,200.0,200.0,584.6972569638177
2024-02-13 00:00:00,117.7,-0.0,0.06437999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,465.4125597068539
2024-02-13 01:00:00,116.8,-0.0,0.06322,-0.0,200.0,200.0,200.0,200.0,200.0,347.1471471471471
2024-02-13 02:00:00,145.8,-0.0,0.0611,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 03:00:00,155.3,156.49999999999994,0.05896,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 04:00:00,120.3,3721.5,0.05882,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 05:00:00,152.0,156.79999999999973,0.060880000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 06:00:00,2981.6,2986.4000000000005,0.06423000000000001,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 07:00:00,2798.0,2106.3035035035036,0.07349,-0.0,200.0,703.503503503503,800.0,800.0,800.0,800.0
2024-02-13 08:00:00,2899.4,-0.0,0.08618,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 09:00:00,2802.2,2803.3999999999987,0.07279000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 10:00:00,2702.6,2645.497981687499,0.06706000000000001,58.3020183125,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 11:00:00,2996.3,2881.0235054669993,0.06387,116.476494533,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 12:00:00,2795.9,3637.883653592747,0.06053,147.803085155,200.0,200.0,200.0,200.0,588.5867387477475,800.0
2024-02-13 13:00:00,2696.2,5000.0,0.06026,309.801847991,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 14:00:00,2854.7,2289.059790103001,0.0631,570.440209897,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 15:00:00,1796.7,1801.4999999999998,0.06865,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 16:00:00,1904.5,1909.2999999999997,0.07578,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-13 17:00:00,1401.8,-0.0,0.09206,-0.0,200.0,200.0,593.4000000000003,800.0,800.0,800.0
2024-02-13 18:00:00,1196.2,-0.0,0.09678,-0.0,200.0,200.0,200.0,200.0,593.8066000000003,800.0
2024-02-13 19:00:00,1199.2,207.5872065999996,0.08821,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 20:00:00,1499.9,1501.1000000000004,0.07571,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 21:00:00,1600.9,1602.1000000000004,0.06978,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 22:00:00,1204.1,1205.3000000000002,0.06620000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-13 23:00:00,1498.2,1499.4000000000003,0.06307,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 00:00:00,120.5,121.69999999999993,0.06063,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 01:00:00,115.4,116.59999999999994,0.059340000000000004,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 02:00:00,153.9,155.09999999999994,0.05755,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 03:00:00,161.4,3762.6000000000004,0.05654,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-14 04:00:00,118.7,123.49999999999973,0.05682,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-14 05:00:00,154.7,159.49999999999972,0.05966,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-14 06:00:00,1976.3,1981.0999999999997,0.06149,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-14 07:00:00,1798.3,106.5034034034029,0.07063,-0.0,200.0,200.0,303.40340340340333,800.0,800.0,800.0
2024-02-14 08:00:00,1900.3,-0.0,0.07740999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 09:00:00,1796.0,1797.2000000000003,0.06763,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 10:00:00,1703.4,1704.6000000000004,0.06386,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 11:00:00,1995.3,1996.5000000000002,0.06329,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 12:00:00,1803.8,5000.0,0.06263,-0.0,394.99999999999983,800.0,800.0,800.0,800.0,800.0
2024-02-14 13:00:00,1699.4,2108.795,0.0629,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-14 14:00:00,1848.6,1322.3273346995538,0.06689,-0.0,268.92733469955425,800.0,800.0,800.0,800.0,800.0
2024-02-14 15:00:00,796.7,-0.0,0.06999,-0.0,200.0,200.0,667.9584073648549,800.0,800.0,800.0
2024-02-14 16:00:00,901.4,-0.0,0.0761,-0.0,200.0,200.0,200.0,363.0904489574902,800.0,800.0
2024-02-14 17:00:00,800.7,-0.0,0.08056,-0.0,200.0,200.0,200.0,200.0,200.0,759.8273585085326
2024-02-14 18:00:00,98.9,-0.0,0.08489000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,659.167531150024
2024-02-14 19:00:00,204.4,-0.0,0.08184999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,453.108363618874
2024-02-14 20:00:00,96.4,-0.0,0.07415000000000001,-0.0,200.0,200.0,200.0,200.0,200.0,355.25525525525524
2024-02-14 21:00:00,153.9,-0.0,0.06748,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 22:00:00,118.1,119.29999999999993,0.06602,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-14 23:00:00,148.2,149.39999999999992,0.06199,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 00:00:00,117.7,118.89999999999993,0.05992,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 01:00:00,116.8,117.99999999999993,0.059359999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 02:00:00,145.8,146.99999999999994,0.05855,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 03:00:00,155.3,3756.5,0.0584,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 04:00:00,120.3,125.09999999999972,0.05951,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 05:00:00,152.0,156.79999999999973,0.06107,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 06:00:00,2981.6,2986.4000000000005,0.0619,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 07:00:00,2798.0,2106.3035035035036,0.07904000000000001,-0.0,200.0,703.503503503503,800.0,800.0,800.0,800.0
2024-02-15 08:00:00,2899.4,-0.0,0.08009999999999999,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 09:00:00,2802.2,2803.3999999999987,0.07617,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 10:00:00,2702.6,2703.799999999999,0.07203,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 11:00:00,2996.3,2997.499999999999,0.06779,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 12:00:00,2795.9,2892.291344461631,0.06484000000000001,393.04296517,200.0,200.0,200.0,200.0,200.0,688.2343096316321
2024-02-15 13:00:00,2696.2,5000.0,0.06441,809.653924678,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 14:00:00,2854.7,2167.861007483001,0.06775,691.638992517,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 15:00:00,1796.7,1308.9481372929997,0.07288,492.551862707,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-15 16:00:00,1904.5,692.5436128829983,0.07645,220.959188517,200.0,404.2028013999986,800.0,800.0,800.0,800.0
2024-02-15 17:00:00,1401.8,-0.0,0.08201,-0.0,200.0,200.0,200.0,200.0,798.5985985985988,800.0
2024-02-15 18:00:00,1196.2,-0.0,0.08201,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 19:00:00,1199.2,1200.4000000000003,0.07255,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 20:00:00,1499.9,1501.1000000000004,0.06673,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 21:00:00,1600.9,1602.1000000000004,0.06129,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 22:00:00,1204.1,1205.3000000000002,0.06021,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-15 23:00:00,1498.2,1499.4000000000003,0.05801,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 00:00:00,120.5,121.69999999999993,0.05331,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 01:00:00,115.4,116.59999999999994,0.05232,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 02:00:00,153.9,155.09999999999994,0.05141,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 03:00:00,161.4,3762.6000000000004,0.05037,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-16 04:00:00,118.7,123.49999999999973,0.05182,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-16 05:00:00,154.7,159.49999999999972,0.053939999999999995,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-16 06:00:00,1976.3,1981.0999999999997,0.055240000000000004,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-16 07:00:00,1798.3,106.5034034034029,0.059609999999999996,-0.0,200.0,200.0,303.40340340340333,800.0,800.0,800.0
2024-02-16 08:00:00,1900.3,-0.0,0.0613,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 09:00:00,1796.0,1797.2000000000003,0.059359999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 10:00:00,1703.4,1704.6000000000004,0.056,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 11:00:00,1995.3,1996.5000000000002,0.05447,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 12:00:00,1803.8,1958.1693929119122,0.054,-0.0,200.0,200.0,200.0,200.0,200.0,353.1693929119119
2024-02-16 13:00:00,1699.4,5000.0,0.05399,147.583776481,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-16 14:00:00,1848.6,1067.949623760589,0.05527,-0.0,200.0,614.5496237605894,800.0,800.0,800.0,800.0
2024-02-16 15:00:00,796.7,-0.0,0.05749,-0.0,200.0,200.0,413.8350741368289,800.0,800.0,800.0
2024-02-16 16:00:00,901.4,-0.0,0.05818,-0.0,200.0,200.0,200.0,200.0,709.2212390626922,800.0
2024-02-16 17:00:00,800.7,-0.0,0.05827,-0.0,200.0,200.0,200.0,200.0,200.0,506.2120178236294
2024-02-16 18:00:00,98.9,-0.0,0.05787,-0.0,200.0,200.0,200.0,200.0,200.0,405.8058058058058
2024-02-16 19:00:00,204.4,-0.0,0.05634,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 20:00:00,96.4,97.59999999999994,0.054939999999999996,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 21:00:00,153.9,155.09999999999994,0.054490000000000004,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 22:00:00,118.1,119.29999999999993,0.053619999999999994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-16 23:00:00,148.2,149.39999999999992,0.053590000000000006,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-17 00:00:00,117.7,118.89999999999993,0.05141,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-17 01:00:00,116.8,3718.0,0.04999,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
