,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2024-03-23 21:00:00,1600.9,1602.1000000000004,0.04801,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-23 22:00:00,1204.1,1205.3000000000002,0.04028,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-23 23:00:00,1498.2,5000.0,0.031219999999999998,700.6000000000004,800.0,800.0,800.0,800.0,800.0
2024-03-24 00:00:00,117.7,-0.0,0.03626,578.1994000000005,800.0,800.0,800.0,800.0,800.0
2024-03-24 01:00:00,116.8,-0.0,0.03387,456.82120060000074,800.0,800.0,800.0,800.0,800.0
2024-03-24 02:00:00,145.8,-0.0,0.03337,306.56437939940093,800.0,800.0,800.0,800.0,800.0
2024-03-24 03:00:00,155.3,-0.0,0.03354,200.0,746.9578150200018,800.0,800.0,800.0,800.0
2024-03-24 04:00:00,120.3,-0.0,0.03516,200.0,622.510857204982,800.0,800.0,800.0,800.0
2024-03-24 05:00:00,152.0,-0.0,0.036340000000000004,200.0,466.4883463477773,800.0,800.0,800.0,800.0
2024-03-24 06:00:00,2981.6,3918.978141998571,0.033170000000000005,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 07:00:00,2798.0,2802.800000000001,0.03723,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 08:00:00,2899.4,2904.2000000000007,0.04192,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 09:00:00,2802.2,2807.000000000001,0.045090000000000005,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 10:00:00,2702.6,2707.4000000000005,0.04625,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 11:00:00,2996.3,3001.1000000000013,0.048229999999999995,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 12:00:00,2795.9,2800.7000000000007,0.04963,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 13:00:00,2696.2,2701.000000000001,0.04975,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 14:00:00,2854.7,2859.500000000001,0.05051,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 15:00:00,1796.7,1801.4999999999998,0.05199,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 16:00:00,1904.5,1909.2999999999997,0.0549,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 17:00:00,1401.8,1406.5999999999997,0.0594,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-24 18:00:00,1196.2,-0.0,0.0674,200.0,200.0,799.0000000000002,800.0,800.0,800.0
2024-03-24 19:00:00,1199.2,-0.0,0.07273,200.0,200.0,200.0,200.0,796.2010000000002,800.0
2024-03-24 20:00:00,1499.9,306.09520099999975,0.06495999999999999,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-24 21:00:00,1600.9,1602.1000000000004,0.0629,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-24 22:00:00,1204.1,1205.3000000000002,0.06240999999999999,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-24 23:00:00,1498.2,1499.4000000000003,0.061149999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 00:00:00,120.5,121.69999999999993,0.060700000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 01:00:00,115.4,3716.6000000000004,0.06049,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 02:00:00,153.9,158.69999999999973,0.06067,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 03:00:00,161.4,166.19999999999973,0.06251,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 04:00:00,118.7,123.49999999999973,0.06488,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 05:00:00,154.7,159.49999999999972,0.07418000000000001,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 06:00:00,1976.3,1981.0999999999997,0.08546,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 07:00:00,1798.3,-0.0,0.11056999999999999,200.0,200.0,200.0,796.9000000000003,800.0,800.0
2024-03-25 08:00:00,1900.3,106.39689999999956,0.09679,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 09:00:00,1796.0,1797.2000000000003,0.07518999999999999,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 10:00:00,1703.4,1704.6000000000004,0.06802,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 11:00:00,1995.3,1996.5000000000002,0.061689999999999995,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-25 12:00:00,1803.8,5000.0,0.06031,394.99999999999983,800.0,800.0,800.0,800.0,800.0
2024-03-25 13:00:00,1699.4,2108.795,0.061259999999999995,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 14:00:00,1848.6,1853.3999999999996,0.06265,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-25 15:00:00,796.7,-0.0,0.07152,200.0,598.5000000000002,800.0,800.0,800.0,800.0
2024-03-25 16:00:00,901.4,-0.0,0.07696,200.0,200.0,293.10150000000056,800.0,800.0,800.0
2024-03-25 17:00:00,800.7,-0.0,0.10196,200.0,200.0,200.0,200.0,689.3083985000005,800.0
2024-03-25 18:00:00,98.9,-0.0,0.16012,200.0,200.0,200.0,200.0,588.1190901015007,800.0
2024-03-25 19:00:00,204.4,-0.0,0.14256,200.0,200.0,200.0,200.0,381.5309710113993,800.0
2024-03-25 20:00:00,96.4,-0.0,0.09955,200.0,200.0,200.0,200.0,283.14944004038796,800.0
2024-03-25 21:00:00,153.9,-0.0,0.06897,200.0,200.0,200.0,200.0,200.0,727.3662906003476
2024-03-25 22:00:00,118.1,-0.0,0.07273,200.0,200.0,200.0,200.0,200.0,607.5389243097474
2024-03-25 23:00:00,148.2,-0.0,0.06895,200.0,200.0,200.0,200.0,200.0,457.73138538543765
2024-03-26 00:00:00,120.5,-0.0,0.07066,200.0,200.0,200.0,200.0,200.0,335.77365400005226
2024-03-26 01:00:00,115.4,-0.0,0.06408,200.0,200.0,200.0,200.0,200.0,219.03788034605228
2024-03-26 02:00:00,153.9,298.8439202970565,0.06376,200.0,200.0,200.0,200.0,200.0,362.76276276276275
2024-03-26 03:00:00,161.4,-0.0,0.06389,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 04:00:00,118.7,3719.8999999999996,0.06199,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-26 05:00:00,154.7,159.49999999999972,0.06512000000000001,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-26 06:00:00,1976.3,182.40130130130092,0.07292,200.0,200.0,201.3013013013012,800.0,800.0,800.0
2024-03-26 07:00:00,1798.3,-0.0,0.0792,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 08:00:00,1900.3,1901.5000000000002,0.06979,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 09:00:00,1796.0,1797.2000000000003,0.05948,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 10:00:00,1703.4,1704.6000000000004,0.05485,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 11:00:00,1995.3,1996.5000000000002,0.052219999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 12:00:00,1803.8,1805.0000000000002,0.04992,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-26 13:00:00,1699.4,5000.0,0.047990000000000005,499.3999999999997,800.0,800.0,800.0,800.0,800.0
2024-03-26 14:00:00,1848.6,2153.6994,0.04956,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-26 15:00:00,796.7,-0.0,0.05514,200.0,598.5000000000002,800.0,800.0,800.0,800.0
2024-03-26 16:00:00,901.4,-0.0,0.05895,200.0,200.0,293.10150000000056,800.0,800.0,800.0
2024-03-26 17:00:00,800.7,-0.0,0.06103,200.0,200.0,200.0,200.0,689.3083985000005,800.0
2024-03-26 18:00:00,98.9,-0.0,0.061590000000000006,200.0,200.0,200.0,200.0,588.1190901015007,800.0
2024-03-26 19:00:00,204.4,-0.0,0.05986,200.0,200.0,200.0,200.0,381.5309710113993,800.0
2024-03-26 20:00:00,96.4,-0.0,0.05836,200.0,200.0,200.0,200.0,283.14944004038796,800.0
2024-03-26 21:00:00,153.9,-0.0,0.05801,200.0,200.0,200.0,200.0,200.0,727.3662906003476
2024-03-26 22:00:00,118.1,-0.0,0.05665,200.0,200.0,200.0,200.0,200.0,607.5389243097474
2024-03-26 23:00:00,148.2,-0.0,0.055170000000000004,200.0,200.0,200.0,200.0,200.0,457.73138538543765
2024-03-27 00:00:00,117.7,-0.0,0.05609,200.0,200.0,200.0,200.0,200.0,338.5736540000523
2024-03-27 01:00:00,116.8,126.71206680109485,0.05526,200.0,200.0,200.0,200.0,200.0,347.1471471471471
2024-03-27 02:00:00,145.8,-0.0,0.055450000000000006,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 03:00:00,155.3,156.49999999999994,0.05386,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 04:00:00,120.3,3721.5,0.052950000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 05:00:00,152.0,156.79999999999973,0.05414,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 06:00:00,2981.6,2986.4000000000005,0.05689,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 07:00:00,2798.0,2802.800000000001,0.05891,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 08:00:00,2899.4,-0.0,0.05972,200.0,200.0,200.0,200.0,295.8000000000004,800.0
2024-03-27 09:00:00,2802.2,2108.295799999999,0.05948,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 10:00:00,2702.6,2703.799999999999,0.05938,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 11:00:00,2996.3,4395.998498498498,0.05713,200.0,200.0,200.0,398.49849849849863,800.0,800.0
2024-03-27 12:00:00,2795.9,5000.0,0.056530000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 13:00:00,2696.2,2701.000000000001,0.057659999999999996,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 14:00:00,2854.7,2859.500000000001,0.05946,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 15:00:00,1796.7,1801.4999999999998,0.05995,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-27 16:00:00,1904.5,-0.0,0.06049,200.0,200.0,200.0,690.7000000000003,800.0,800.0
2024-03-27 17:00:00,1401.8,-0.0,0.06091,200.0,200.0,200.0,200.0,200.0,486.0093000000003
2024-03-27 18:00:00,1196.2,911.6767092999999,0.06053,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 19:00:00,1199.2,1200.4000000000003,0.060340000000000005,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 20:00:00,1499.9,1501.1000000000004,0.06006,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 21:00:00,1600.9,1602.1000000000004,0.05987,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 22:00:00,1204.1,1205.3000000000002,0.05953,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-27 23:00:00,1498.2,1499.4000000000003,0.05911,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 00:00:00,117.7,118.89999999999993,0.05894,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 01:00:00,116.8,117.99999999999993,0.05798,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 02:00:00,145.8,146.99999999999994,0.057659999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 03:00:00,155.3,156.49999999999994,0.05646,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 04:00:00,120.3,3721.5,0.055740000000000005,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-28 05:00:00,152.0,156.79999999999973,0.05646,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-28 06:00:00,2981.6,2188.4020020020016,0.057659999999999996,200.0,602.0020020020019,800.0,800.0,800.0,800.0
2024-03-28 07:00:00,2798.0,-0.0,0.059,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 08:00:00,2899.4,2900.599999999999,0.05773,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 09:00:00,2802.2,2803.3999999999987,0.056280000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 10:00:00,2702.6,2703.799999999999,0.05403,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 11:00:00,2996.3,2997.499999999999,0.049909999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 12:00:00,2795.9,2797.099999999999,0.04599,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 13:00:00,2696.2,2697.3999999999987,0.04461,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 14:00:00,2854.7,5000.0,0.04096,200.0,200.0,544.1000000000004,800.0,800.0,800.0
2024-03-28 15:00:00,1796.7,3255.9440999999997,0.04247,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-28 16:00:00,1904.5,1909.2999999999997,0.04646,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-28 17:00:00,1401.8,1406.5999999999997,0.05246,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-28 18:00:00,1196.2,-0.0,0.055130000000000005,200.0,200.0,799.0000000000002,800.0,800.0,800.0
2024-03-28 19:00:00,1199.2,-0.0,0.05692,200.0,200.0,200.0,200.0,796.2010000000002,800.0
2024-03-28 20:00:00,1499.9,306.09520099999975,0.05484000000000001,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 21:00:00,1600.9,1602.1000000000004,0.05152,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 22:00:00,1204.1,1205.3000000000002,0.045,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-28 23:00:00,1498.2,1499.4000000000003,0.03546,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 00:00:00,1504.6,1505.8000000000002,0.02998,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 01:00:00,1398.6,1399.8000000000002,0.01946,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 02:00:00,1496.2,1497.4000000000003,0.016989999999999998,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 03:00:00,1602.9,1604.1000000000004,0.016989999999999998,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 04:00:00,1798.9,2398.698598598598,0.016989999999999998,200.0,200.0,200.0,200.0,200.0,798.5985985985988
2024-03-29 05:00:00,1996.8,5000.0,0.017,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 06:00:00,2984.8,2989.6000000000013,0.02621,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 07:00:00,2800.3,2805.1000000000013,0.04225,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 08:00:00,2904.6,2115.8064064064065,0.04259,200.0,606.406406406406,800.0,800.0,800.0,800.0
2024-03-29 09:00:00,2802.4,-0.0,0.044,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 10:00:00,2703.2,2704.3999999999987,0.03665,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 11:00:00,3003.5,4403.398698698697,0.01943,200.0,200.0,200.0,398.69869869869865,800.0,800.0
2024-03-29 12:00:00,2796.1,5000.0,0.017,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 13:00:00,2703.0,2707.800000000001,0.02027,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 14:00:00,2847.3,2852.1000000000013,0.044270000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 15:00:00,2800.3,2805.1000000000013,0.04914,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 16:00:00,2899.6,2904.4000000000005,0.05416,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 17:00:00,2395.2,2400.000000000001,0.05602,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 18:00:00,2202.0,2206.800000000001,0.05771,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-29 19:00:00,2195.3,302.8027027027031,0.0584,200.0,200.0,200.0,702.7027027027027,800.0,800.0
2024-03-29 20:00:00,1699.8,-0.0,0.05863,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 21:00:00,1797.7,1798.9000000000003,0.05805,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 22:00:00,1801.5,1802.7000000000003,0.05778,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-29 23:00:00,2004.5,2005.7000000000003,0.057390000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 00:00:00,1504.6,1505.8000000000002,0.05684,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 01:00:00,1398.6,4506.011917623328,0.056299999999999996,306.21191762332904,800.0,800.0,800.0,800.0,800.0
2024-03-30 02:00:00,1496.2,-0.0,0.05656,200.0,200.0,200.0,605.7057057057059,800.0,800.0
2024-03-30 03:00:00,1602.9,-0.0,0.05657,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 04:00:00,1798.9,1800.1000000000004,0.05627,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 05:00:00,1996.8,1998.0000000000002,0.05629,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 06:00:00,2984.8,2985.999999999999,0.05453,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 07:00:00,2800.3,2801.499999999999,0.05262,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 08:00:00,2904.6,2905.799999999999,0.048,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 09:00:00,2802.4,2803.599999999999,0.04618,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 10:00:00,2703.2,2704.3999999999987,0.04147,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 11:00:00,3003.5,5000.0,0.02583,200.0,200.0,395.2999999999998,800.0,800.0,800.0
2024-03-30 12:00:00,2796.1,2109.5008055055055,0.026510000000000002,200.0,200.0,200.0,305.50550550550554,800.0,800.0
2024-03-30 13:00:00,2703.0,5000.0,0.02452,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-30 14:00:00,2847.3,2852.1000000000013,0.03996,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-30 15:00:00,2800.3,2805.1000000000013,0.04711,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-30 16:00:00,2899.6,2904.4000000000005,0.05275,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-30 17:00:00,2395.2,2400.000000000001,0.056659999999999995,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-30 18:00:00,2202.0,805.4986986986987,0.05749,200.0,200.0,598.6986986986984,800.0,800.0,800.0
2024-03-30 19:00:00,2195.3,-0.0,0.05759,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 20:00:00,1699.8,1701.0000000000002,0.05751,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 21:00:00,1797.7,3603.404504504504,0.05732,200.0,200.0,204.50450450450447,800.0,800.0,800.0
2024-03-30 22:00:00,1801.5,-0.0,0.05745,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-30 23:00:00,2004.5,2124.719019019018,0.057,200.0,200.0,200.0,200.0,200.0,319.01901901901897
2024-03-31 00:00:00,117.7,-0.0,0.05718,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 01:00:00,116.8,117.99999999999993,0.056960000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 02:00:00,145.8,303.65665665665654,0.057,200.0,200.0,200.0,200.0,200.0,356.6566566566566
2024-03-31 03:00:00,155.3,-0.0,0.05735,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 04:00:00,120.3,274.8533533533532,0.05692,200.0,200.0,200.0,200.0,200.0,353.35335335335327
2024-03-31 05:00:00,152.0,-0.0,0.05757,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 06:00:00,2981.6,2982.799999999999,0.056979999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 07:00:00,2798.0,2799.199999999999,0.05621,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 08:00:00,2899.4,2900.599999999999,0.053840000000000006,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 09:00:00,2802.2,2803.3999999999987,0.04996,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 10:00:00,2702.6,2703.799999999999,0.04491,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 11:00:00,2996.3,4395.998498498498,0.04033,200.0,200.0,200.0,398.49849849849863,800.0,800.0
2024-03-31 12:00:00,2795.9,5000.0,0.04007,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 13:00:00,2696.2,2701.000000000001,0.04337,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 14:00:00,2854.7,2859.500000000001,0.04657,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 15:00:00,1796.7,1801.4999999999998,0.052700000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 16:00:00,1904.5,1909.2999999999997,0.05511,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 17:00:00,1401.8,1406.5999999999997,0.05762,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-31 18:00:00,1196.2,-0.0,0.0586,200.0,200.0,799.0000000000002,800.0,800.0,800.0
2024-03-31 19:00:00,1199.2,-0.0,0.05866,200.0,200.0,200.0,200.0,796.2010000000002,800.0
2024-03-31 20:00:00,1499.9,306.09520099999975,0.0584,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 21:00:00,1600.9,1602.1000000000004,0.057640000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 22:00:00,1204.1,1205.3000000000002,0.055310000000000005,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-31 23:00:00,1498.2,1499.4000000000003,0.05318,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 00:00:00,1504.6,1505.8000000000002,0.04965,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 01:00:00,1398.6,1497.2974974974973,0.04754,200.0,200.0,200.0,200.0,200.0,297.4974974974971
2024-04-01 02:00:00,1496.2,5000.0,0.04498,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 03:00:00,1602.9,1607.6999999999998,0.048100000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 04:00:00,1798.9,1803.6999999999998,0.05194,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 05:00:00,1996.8,2001.5999999999997,0.05568,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 06:00:00,2984.8,-0.0,0.05717,200.0,200.0,200.0,200.0,210.39999999999986,800.0
2024-04-01 07:00:00,2800.3,2191.7104,0.05683,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 08:00:00,2904.6,2905.799999999999,0.056100000000000004,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 09:00:00,2802.4,2803.599999999999,0.05411,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 10:00:00,2703.2,2704.3999999999987,0.04983,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 11:00:00,3003.5,3004.699999999999,0.04875,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 12:00:00,2796.1,4102.805505505505,0.04478,200.0,200.0,200.0,305.50550550550554,800.0,800.0
2024-04-01 13:00:00,2703.0,5000.0,0.04455,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 14:00:00,2847.3,2852.1000000000013,0.04498,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 15:00:00,2800.3,707.4023023023026,0.04572,200.0,200.0,200.0,502.3023023023023,800.0,800.0
2024-04-01 16:00:00,2899.6,5000.0,0.04494,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 17:00:00,2395.2,2400.000000000001,0.04886,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-01 18:00:00,2202.0,805.4986986986987,0.05008,200.0,200.0,598.6986986986984,800.0,800.0,800.0
2024-04-01 19:00:00,2195.3,-0.0,0.05148,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 20:00:00,1699.8,1701.0000000000002,0.04899,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 21:00:00,1797.7,1798.9000000000003,0.04486,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-01 22:00:00,1801.5,3932.3514732951157,0.03052,200.0,200.0,529.6514732951168,800.0,800.0,800.0
2024-04-01 23:00:00,2004.5,-0.0,0.044649999999999995,200.0,200.0,200.0,200.0,200.0,321.82182182182174
2024-04-02 00:00:00,120.5,-0.0,0.03736,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 01:00:00,115.4,116.59999999999994,0.017,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 02:00:00,153.9,155.09999999999994,0.00779,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 03:00:00,161.4,3762.6000000000004,0.00639,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 04:00:00,118.7,123.49999999999973,0.032420000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 05:00:00,154.7,159.49999999999972,0.05058,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 06:00:00,1976.3,182.40130130130092,0.05559,200.0,200.0,201.3013013013012,800.0,800.0,800.0
2024-04-02 07:00:00,1798.3,-0.0,0.056049999999999996,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 08:00:00,1900.3,1901.5000000000002,0.05196,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 09:00:00,1796.0,1797.2000000000003,0.04697,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 10:00:00,1703.4,1704.6000000000004,0.04494,200.0,200.0,200.0,200.0,200.0,200.0
2024-04-02 11:00:00,1995.3,2401.9054054054045,0.044950000000000004,200.0,200.0,200.0,200.0,200.0,605.4054054054055
2024-04-02 12:00:00,1803.8,5000.0,0.044950000000000004,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 13:00:00,1699.4,1704.1999999999998,0.046950000000000006,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 14:00:00,1848.6,1853.3999999999996,0.04796,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 15:00:00,796.7,801.4999999999998,0.04998,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 16:00:00,901.4,906.1999999999997,0.05244,800.0,800.0,800.0,800.0,800.0,800.0
2024-04-02 17:00:00,800.7,-0.0,0.055420000000000004,200.0,594.5000000000002,800.0,800.0,800.0,800.0
2024-04-02 18:00:00,98.9,-0.0,0.056850000000000005,200.0,491.60550000000035,800.0,800.0,800.0,800.0
2024-04-02 19:00:00,204.4,-0.0,0.0575,200.0,283.3138945000005,800.0,800.0,800.0,800.0
2024-04-02 20:00:00,96.4,-0.0,0.05783,200.0,200.0,783.2305806055007,800.0,800.0,800.0
2024-04-02 21:00:00,153.9,-0.0,0.05755,200.0,200.0,625.7473500248954,800.0,800.0,800.0
2024-04-02 22:00:00,118.1,-0.0,0.0572,200.0,200.0,504.2216026748706,800.0,800.0,800.0
2024-04-02 23:00:00,148.2,-0.0,0.05688,200.0,200.0,352.7173810721959,800.0,800.0,800.0
2024-04-03 00:00:00,117.7,-0.0,0.05572,200.0,200.0,231.8646636911239,800.0,800.0,800.0
2024-04-03 01:00:00,116.8,-0.0,0.05467,200.0,200.0,200.0,712.0327990274329,800.0,800.0
2024-04-03 02:00:00,145.8,-0.0,0.05447,200.0,200.0,200.0,563.3207662284057,800.0,800.0
2024-04-03 03:00:00,155.3,2194.742554537823,0.054079999999999996,800.0,800.0,800.0,800.0,800.0,800.0
