,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh)
0,7567796.437000344,318419.3044188113,318419.3044188111,147051.61751034786,0.04681800442544432
