,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh),Windpark Generation (kWh)
0,7064723.372173447,299026.1003175708,299026.10031757166,135070.41081302444,0.03140951478360974,5883830.179258564
