,Grid supply (kWh),Total System Cost(Euro),Grid Cost(Euro),Battery Charge Cost(Euro),Marginal Prices (Avg Euro/kWh),PV Generation (kWh)
0,10882863.24850238,486854.6657007148,486854.66570071573,152463.05036484194,0.045306131079373424,2068551.0733581875
