Navn,Stasjon,Tid(norsk normaltid),Nedbør (1 t),rain_production
Karmøy - Storasund,SN47262,23.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,23.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,23.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,23.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,24.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 11:00,0.2,442.44444444444446
Karmøy - Storasund,SN47262,25.07.2024 12:00,0.6,1327.333333333333
Karmøy - Storasund,SN47262,25.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 16:00,0.5,1106.1111111111109
Karmøy - Storasund,SN47262,25.07.2024 17:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,25.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 19:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,25.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,25.07.2024 21:00,1.0,2212.2222222222217
Karmøy - Storasund,SN47262,25.07.2024 22:00,1.6,3539.5555555555557
Karmøy - Storasund,SN47262,25.07.2024 23:00,0.9,1990.9999999999998
Karmøy - Storasund,SN47262,26.07.2024 00:00,0.7,1548.5555555555552
Karmøy - Storasund,SN47262,26.07.2024 01:00,0.7,1548.5555555555552
Karmøy - Storasund,SN47262,26.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 04:00,0.4,884.8888888888889
Karmøy - Storasund,SN47262,26.07.2024 05:00,0.2,442.44444444444446
Karmøy - Storasund,SN47262,26.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 07:00,0.4,884.8888888888889
Karmøy - Storasund,SN47262,26.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 09:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,26.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,26.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 07:00,2.0,4424.444444444443
Karmøy - Storasund,SN47262,27.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 09:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,27.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,27.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,28.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,29.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 18:00,0.5,1106.1111111111109
Karmøy - Storasund,SN47262,30.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,30.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,31.07.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,01.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,02.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,03.08.2024 17:00,0.6,1327.333333333333
Karmøy - Storasund,SN47262,03.08.2024 18:00,1.4,3097.1111111111104
Karmøy - Storasund,SN47262,03.08.2024 19:00,6.5,14379.444444444445
Karmøy - Storasund,SN47262,03.08.2024 20:00,1.0,2212.2222222222217
Karmøy - Storasund,SN47262,03.08.2024 21:00,2.7,5973.0
Karmøy - Storasund,SN47262,03.08.2024 22:00,0.4,884.8888888888889
Karmøy - Storasund,SN47262,03.08.2024 23:00,0.3,663.6666666666665
Karmøy - Storasund,SN47262,04.08.2024 00:00,5.1,11282.333333333332
Karmøy - Storasund,SN47262,04.08.2024 01:00,1.3,2875.888888888889
Karmøy - Storasund,SN47262,04.08.2024 02:00,2.1,4645.666666666666
Karmøy - Storasund,SN47262,04.08.2024 03:00,0.3,663.6666666666665
Karmøy - Storasund,SN47262,04.08.2024 04:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,04.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,04.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,05.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 02:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 04:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 05:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 06:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,06.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 01:00,0.2,442.44444444444446
Karmøy - Storasund,SN47262,07.08.2024 02:00,2.5,5530.555555555555
Karmøy - Storasund,SN47262,07.08.2024 03:00,0.9,1990.9999999999998
Karmøy - Storasund,SN47262,07.08.2024 04:00,1.0,2212.2222222222217
Karmøy - Storasund,SN47262,07.08.2024 05:00,6.1,13494.555555555553
Karmøy - Storasund,SN47262,07.08.2024 06:00,3.5,7742.7777777777765
Karmøy - Storasund,SN47262,07.08.2024 07:00,0.4,884.8888888888889
Karmøy - Storasund,SN47262,07.08.2024 08:00,0.7,1548.5555555555552
Karmøy - Storasund,SN47262,07.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 17:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,07.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 21:00,0.2,442.44444444444446
Karmøy - Storasund,SN47262,07.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,07.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 02:00,0.4,884.8888888888889
Karmøy - Storasund,SN47262,08.08.2024 03:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 04:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,08.08.2024 05:00,0.7,1548.5555555555552
Karmøy - Storasund,SN47262,08.08.2024 06:00,0.1,221.22222222222223
Karmøy - Storasund,SN47262,08.08.2024 07:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 08:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 09:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 10:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 11:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 12:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 13:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 14:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 15:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 16:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 17:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 18:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 19:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 20:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 21:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 22:00,0.0,0.0
Karmøy - Storasund,SN47262,08.08.2024 23:00,0.0,0.0
Karmøy - Storasund,SN47262,09.08.2024 00:00,0.0,0.0
Karmøy - Storasund,SN47262,09.08.2024 01:00,0.0,0.0
Karmøy - Storasund,SN47262,09.08.2024 02:00,0.3,663.6666666666665
Karmøy - Storasund,SN47262,09.08.2024 03:00,1.2,2654.666666666666
Karmøy - Storasund,SN47262,09.08.2024 04:00,0.3,663.6666666666665
